"SurveyResponseID","AnswerNumber","AnswerYN","AmenityType"
3184629,171,"Yes","Accommodation"
3184690,137,"Yes","Accommodation"
3184649,151,"Yes","Accommodation"
3184715,155,"Yes","Accommodation"
3184695,148,"Yes","Accommodation"
3184632,131,"Yes","Accommodation"
3184652,150,"Yes","Accommodation"
3184683,154,"Yes","Accommodation"
3184660,155,"Yes","Accommodation"
3184727,156,"Yes","Accommodation"
3184702,138,"Yes","Transport"
3184746,126,"Yes","Accommodation"
3184715,156,"Yes","Transport"
3184773,155,"Yes","Accommodation"
3184773,156,"Yes","Transport"
3184796,126,"Yes","Accommodation"
3184629,172,"Yes","Activities"
3184830,138,"Yes","Activities"
3184848,164,"Yes","Accommodation"
3184610,131,"Yes","Activities"
3184817,144,"Yes","Activities"
3184778,141,"Yes","Accommodation"
3184830,137,"Yes","Accommodation"
3184850,122,"Yes","Transport"
3184966,148,"Yes","Accommodation"
3184866,131,"Yes","Accommodation"
3184796,127,"Yes","Transport"
3184849,147,"Yes","Accommodation"
3184891,140,"Yes","Accommodation"
3185050,151,"Yes","Accommodation"
3185018,133,"Yes","Activities"
3184959,154,"Yes","Activities"
3184964,128,"Yes","Transport"
3185003,133,"Yes","Accommodation"
3184941,151,"Yes","Accommodation"
3184909,139,"Yes","Accommodation"
3185086,168,"Yes","Accommodation"
3184818,136,"Yes","Activities"
3185025,149,"Yes","Activities"
3185134,138,"Yes","Transport"
3185153,135,"Yes","Accommodation"
3185134,137,"Yes","Accommodation"
3185136,143,"Yes","Accommodation"
3185367,161,"Yes","Activities"
3184794,158,"Yes","Transport"
3185119,145,"Yes","Accommodation"
3185235,168,"Yes","Activities"
3185302,150,"Yes","Activities"
3185334,130,"Yes","Accommodation"
3185370,151,"Yes","Activities"
3185270,125,"Yes","Accommodation"
3185317,142,"Yes","Accommodation"
3185352,125,"Yes","Accommodation"
3185437,135,"Yes","Accommodation"
3185252,143,"Yes","Activities"
3185317,143,"Yes","Activities"
3185044,141,"Yes","Accommodation"
3185352,126,"Yes","Transport"
3185636,142,"Yes","Accommodation"
3185637,150,"Yes","Accommodation"
3185686,142,"Yes","Accommodation"
3185145,143,"Yes","Accommodation"
3185162,130,"Yes","Accommodation"
3185045,141,"Yes","Accommodation"
3185687,146,"Yes","Accommodation"
3185722,155,"Yes","Accommodation"
3185133,120,"Yes","Transport"
3185704,153,"Yes","Accommodation"
3185755,132,"Yes","Accommodation"
3185005,165,"Yes","Transport"
3185785,140,"Yes","Accommodation"
3185769,148,"Yes","Accommodation"
3185803,138,"Yes","Accommodation"
3185819,158,"Yes","Accommodation"
3185872,138,"Yes","Accommodation"
3185704,154,"Yes","Activities"
3185952,142,"Yes","Activities"
3185195,146,"Yes","Accommodation"
3184765,133,"Yes","Activities"
3184815,120,"Yes","Activities"
3185970,145,"Yes","Accommodation"
3186103,158,"Yes","Accommodation"
3186187,151,"Yes","Accommodation"
3185921,134,"Yes","Accommodation"
3185064,140,"Yes","Accommodation"
3186155,144,"Yes","Accommodation"
3185078,125,"Yes","Activities"
3185854,143,"Yes","Activities"
3185971,159,"Yes","Accommodation"
3184947,139,"Yes","Accommodation"
3186003,123,"Yes","Transport"
3184795,159,"Yes","Accommodation"
3186154,125,"Yes","Activities"
3186172,150,"Yes","Activities"
3186189,139,"Yes","Accommodation"
3186190,140,"Yes","Accommodation"
3184820,129,"Yes","Activities"
3186691,169,"No","All"
3186056,159,"Yes","Accommodation"
3184822,152,"Yes","Accommodation"
3184895,138,"Yes","Accommodation"
3186505,191,"Yes","Accommodation"
3185064,141,"Yes","Activities"
3186605,149,"Yes","Activities"
3185005,166,"Yes","Activities"
3186474,141,"No","All"
3185022,144,"Yes","Transport"
3186587,135,"Yes","Accommodation"
3186605,148,"Yes","Accommodation"
3185148,139,"Yes","Accommodation"
3186072,136,"Yes","Activities"
3186757,149,"Yes","Activities"
3185107,139,"Yes","Accommodation"
3185260,155,"Yes","Accommodation"
3185098,140,"Yes","Accommodation"
3185228,124,"Yes","Accommodation"
3187008,145,"Yes","Accommodation"
3185107,140,"Yes","Activities"
3185230,152,"Yes","Activities"
3187156,144,"Yes","Accommodation"
3185207,141,"Yes","Accommodation"
3185245,153,"Yes","Activities"
3185362,132,"Yes","Activities"
3185292,135,"Yes","Accommodation"
3185138,139,"Yes","Transport"
3187022,159,"Yes","Accommodation"
3187122,143,"Yes","Accommodation"
3187139,137,"Yes","Accommodation"
3187073,150,"Yes","Accommodation"
3187089,160,"Yes","Accommodation"
3185174,140,"Yes","Transport"
3187258,148,"Yes","Accommodation"
3187223,140,"Yes","Transport"
3185188,146,"Yes","Accommodation"
3187292,141,"Yes","Transport"
3185197,149,"Yes","Accommodation"
3185199,145,"Yes","Accommodation"
3187458,135,"Yes","Accommodation"
3187426,145,"Yes","Accommodation"
3185190,157,"Yes","Accommodation"
3187443,134,"Yes","Accommodation"
3187508,134,"Yes","Accommodation"
3187491,151,"Yes","Transport"
3185206,150,"Yes","Accommodation"
3185247,134,"Yes","Accommodation"
3185396,153,"Yes","Accommodation"
3185428,134,"Yes","Accommodation"
3187592,132,"Yes","Transport"
3187676,135,"Yes","Accommodation"
3185374,155,"Yes","Transport"
3185428,135,"Yes","Transport"
3187607,154,"Yes","Transport"
3187660,132,"Yes","Accommodation"
3187691,144,"Yes","Accommodation"
3185297,146,"Yes","Accommodation"
3187927,116,"No","All"
3185375,138,"Yes","Activities"
3185462,127,"Yes","Accommodation"
3185296,146,"Yes","Accommodation"
3185382,129,"Yes","Accommodation"
3185457,138,"Yes","Accommodation"
3185565,139,"Yes","Accommodation"
3185491,136,"Yes","Accommodation"
3185622,133,"Yes","Accommodation"
3185592,133,"Yes","Accommodation"
3185782,129,"Yes","Accommodation"
3187810,152,"Yes","Accommodation"
3187843,118,"Yes","Transport"
3185594,144,"Yes","Accommodation"
3185840,170,"Yes","Accommodation"
3185881,149,"Yes","Accommodation"
3185461,132,"Yes","Activities"
3185674,165,"Yes","Activities"
3185806,146,"Yes","Accommodation"
3185868,140,"Yes","Accommodation"
3185909,170,"Yes","Accommodation"
3185556,130,"Yes","Activities"
3188526,131,"No","All"
3185712,161,"Yes","Transport"
3185950,148,"Yes","Accommodation"
3185730,139,"Yes","Accommodation"
3185909,171,"Yes","Activities"
3188596,130,"Yes","Activities"
3185924,165,"Yes","Accommodation"
3185940,139,"Yes","Accommodation"
3185860,126,"Yes","Activities"
3189279,159,"No","All"
3188862,159,"Yes","Accommodation"
3185914,144,"Yes","Accommodation"
3185712,160,"Yes","Accommodation"
3188328,155,"Yes","Transport"
3185898,156,"Yes","Accommodation"
3188713,192,"Yes","Accommodation"
3187139,138,"Yes","Activities"
3188963,205,"No","All"
3185923,140,"Yes","Transport"
3189030,168,"Yes","Accommodation"
3186045,139,"Yes","Accommodation"
3188546,138,"Yes","Accommodation"
3186030,125,"Yes","Accommodation"
3189363,140,"Yes","Activities"
3186101,134,"Yes","Activities"
3188593,145,"Yes","Accommodation"
3188693,148,"Yes","Accommodation"
3185348,129,"Yes","Activities"
3185923,141,"Yes","Activities"
3185973,147,"Yes","Accommodation"
3185980,143,"Yes","Transport"
3189363,139,"Yes","Transport"
3186040,121,"Yes","Accommodation"
3186101,133,"Yes","Accommodation"
3189363,138,"Yes","Accommodation"
3189029,154,"No","All"
3186040,122,"Yes","Activities"
3186098,136,"Yes","Accommodation"
3186098,137,"Yes","Transport"
3186178,131,"Yes","Transport"
3189462,175,"No","All"
3189933,176,"Yes","Activities"
3186233,135,"Yes","Activities"
3189933,174,"Yes","Accommodation"
3186597,150,"Yes","Accommodation"
3188693,149,"Yes","Activities"
3186619,127,"Yes","Activities"
3186162,153,"Yes","Transport"
3186599,133,"Yes","Accommodation"
3190234,177,"No","All"
3186778,183,"Yes","Accommodation"
3190516,126,"Yes","Accommodation"
3186035,150,"Yes","Accommodation"
3186083,141,"Yes","Accommodation"
3186233,134,"Yes","Accommodation"
3189933,175,"Yes","Transport"
3186041,151,"Yes","Transport"
3190498,138,"Yes","Accommodation"
3190732,157,"No","All"
3186216,167,"No","All"
3186778,185,"Yes","Activities"
3186630,140,"No","All"
3190281,172,"Yes","Accommodation"
3190483,178,"No","All"
3190516,127,"Yes","Activities"
3190518,159,"No","All"
3186041,152,"Yes","Activities"
3186778,184,"Yes","Transport"
3186869,137,"Yes","Transport"
3186066,113,"Yes","Accommodation"
3190800,189,"Yes","Accommodation"
3190918,147,"Yes","Accommodation"
3191019,161,"Yes","Accommodation"
3186631,119,"Yes","Accommodation"
3186486,131,"Yes","Accommodation"
3187037,157,"Yes","Accommodation"
3190768,158,"Yes","Accommodation"
3187051,132,"Yes","Accommodation"
3190900,149,"Yes","Accommodation"
3190951,182,"Yes","Accommodation"
3190498,139,"Yes","Activities"
3186900,150,"Yes","Activities"
3186545,122,"No","All"
3186911,151,"Yes","Activities"
3191503,139,"Yes","Activities"
3191752,134,"Yes","Activities"
3191001,161,"Yes","Accommodation"
3186900,149,"Yes","Accommodation"
3191335,161,"Yes","Accommodation"
3191336,151,"Yes","Accommodation"
3191487,135,"Yes","Accommodation"
3191183,140,"Yes","Accommodation"
3191217,134,"Yes","Accommodation"
3186879,142,"Yes","Accommodation"
3191352,130,"Yes","Accommodation"
3191536,150,"Yes","Accommodation"
3191588,137,"Yes","Accommodation"
3192155,232,"Yes","Transport"
3192221,165,"Yes","Accommodation"
3186868,143,"Yes","Accommodation"
3186950,156,"Yes","Accommodation"
3191368,152,"Yes","Accommodation"
3191434,146,"Yes","Accommodation"
3191435,141,"Yes","Accommodation"
3191451,138,"Yes","Activities"
3191553,144,"Yes","Activities"
3191485,150,"Yes","Accommodation"
3191986,126,"Yes","Activities"
3191403,149,"Yes","Activities"
3191602,143,"Yes","Activities"
3191553,143,"Yes","Accommodation"
3187160,136,"Yes","Accommodation"
3192153,182,"Yes","Accommodation"
3191971,194,"No","All"
3192155,233,"Yes","Activities"
3186982,138,"Yes","Accommodation"
3191803,154,"Yes","Transport"
3187065,141,"Yes","Accommodation"
3187029,145,"Yes","Accommodation"
3192155,231,"Yes","Accommodation"
3186961,134,"Yes","Accommodation"
3192153,183,"Yes","Activities"
3192271,164,"No","All"
3192406,125,"Yes","Accommodation"
3187152,152,"Yes","Accommodation"
3192456,212,"Yes","Accommodation"
3192523,141,"Yes","Accommodation"
3187160,137,"Yes","Transport"
3192657,129,"Yes","Accommodation"
3187017,137,"Yes","Activities"
3192456,214,"Yes","Activities"
3192221,166,"Yes","Activities"
3187013,133,"Yes","Activities"
3187067,132,"Yes","Activities"
3192456,213,"Yes","Transport"
3192975,166,"Yes","Transport"
3193006,242,"Yes","Accommodation"
3193040,149,"Yes","Accommodation"
3193075,179,"Yes","Accommodation"
3192741,189,"Yes","Accommodation"
3193040,150,"Yes","Transport"
3187238,141,"Yes","Accommodation"
3187416,133,"Yes","Accommodation"
3187018,144,"Yes","Activities"
3192858,133,"No","All"
3187133,135,"Yes","Transport"
3192975,165,"Yes","Accommodation"
3193075,181,"Yes","Activities"
3187278,149,"Yes","Activities"
3187217,138,"Yes","Accommodation"
3193443,123,"Yes","Accommodation"
3193526,143,"Yes","Accommodation"
3192974,141,"Yes","Activities"
3192975,167,"Yes","Activities"
3187160,138,"Yes","Activities"
3193040,151,"Yes","Activities"
3187099,133,"Yes","Transport"
3193075,180,"Yes","Transport"
3187254,136,"Yes","Activities"
3193476,151,"No","All"
3187250,133,"Yes","Accommodation"
3193122,163,"Yes","Activities"
3193894,140,"Yes","Activities"
3187163,162,"Yes","Accommodation"
3193122,162,"Yes","Accommodation"
3193258,158,"Yes","Accommodation"
3187355,141,"Yes","Accommodation"
3193592,161,"Yes","Accommodation"
3193627,146,"Yes","Accommodation"
3187251,149,"Yes","Accommodation"
3187264,153,"Yes","Accommodation"
3193540,135,"Yes","Accommodation"
3193623,135,"Yes","Accommodation"
3187532,127,"Yes","Accommodation"
3193692,126,"Yes","Accommodation"
3193941,131,"Yes","Accommodation"
3187567,154,"Yes","Accommodation"
3194075,136,"Yes","Transport"
3194077,145,"Yes","Accommodation"
3193690,163,"Yes","Accommodation"
3193910,159,"Yes","Accommodation"
3193942,135,"Yes","Transport"
3193978,160,"Yes","Transport"
3194060,154,"Yes","Transport"
3187602,136,"Yes","Accommodation"
3187193,150,"Yes","Activities"
3194145,150,"Yes","Activities"
3194161,154,"Yes","Accommodation"
3187369,143,"Yes","Accommodation"
3194277,164,"Yes","Accommodation"
3187421,142,"Yes","Accommodation"
3194175,137,"Yes","Transport"
3194260,124,"Yes","Accommodation"
3187394,146,"Yes","Accommodation"
3187396,149,"Yes","Activities"
3187421,143,"Yes","Activities"
3187403,153,"Yes","Accommodation"
3187455,149,"Yes","Accommodation"
3193959,134,"Yes","Transport"
3194193,144,"Yes","Accommodation"
3187396,148,"Yes","Accommodation"
3187261,146,"Yes","Accommodation"
3194261,138,"Yes","Activities"
3187587,158,"Yes","Activities"
3187546,150,"Yes","Accommodation"
3187868,130,"Yes","Accommodation"
3187288,155,"Yes","Accommodation"
3187652,148,"Yes","Accommodation"
3187496,148,"Yes","Accommodation"
3187633,148,"Yes","Activities"
3187513,142,"Yes","Activities"
3187489,133,"Yes","Transport"
3187363,141,"Yes","Accommodation"
3187589,141,"Yes","Accommodation"
3187347,133,"Yes","Transport"
3187639,138,"Yes","Accommodation"
3187878,174,"Yes","Accommodation"
3188116,157,"Yes","Accommodation"
3187469,148,"Yes","Activities"
3188091,167,"No","All"
3187630,139,"Yes","Accommodation"
3187511,149,"Yes","Accommodation"
3187878,175,"Yes","Transport"
3188434,193,"Yes","Accommodation"
3188089,128,"No","All"
3188116,158,"Yes","Activities"
3187855,175,"Yes","Accommodation"
3187672,155,"Yes","Accommodation"
3187679,134,"Yes","Accommodation"
3188375,182,"Yes","Accommodation"
3188400,138,"Yes","Accommodation"
3188375,183,"Yes","Activities"
3187606,136,"Yes","Activities"
3188501,134,"Yes","Accommodation"
3187739,130,"Yes","Activities"
3187536,132,"Yes","Activities"
3187672,156,"Yes","Activities"
3187736,121,"Yes","Activities"
3188569,146,"Yes","Accommodation"
3187681,141,"Yes","Activities"
3188569,147,"Yes","Activities"
3188575,136,"Yes","Activities"
3188591,156,"Yes","Activities"
3187878,176,"Yes","Activities"
3187790,190,"Yes","Activities"
3188505,127,"Yes","Transport"
3187790,189,"Yes","Accommodation"
3188619,145,"Yes","Accommodation"
3188214,149,"No","All"
3187888,141,"Yes","Activities"
3188129,124,"No","All"
3188174,127,"No","All"
3187974,164,"Yes","Accommodation"
3188024,173,"Yes","Accommodation"
3188982,127,"Yes","Accommodation"
3188735,148,"Yes","Accommodation"
3187974,165,"Yes","Transport"
3188735,149,"Yes","Transport"
3188887,142,"Yes","Accommodation"
3188735,150,"Yes","Activities"
3188238,184,"Yes","Activities"
3188887,144,"Yes","Activities"
3188340,167,"Yes","Activities"
3188238,183,"Yes","Transport"
3188340,166,"Yes","Accommodation"
3188517,126,"Yes","Accommodation"
3188188,137,"Yes","Accommodation"
3188238,182,"Yes","Accommodation"
3188506,143,"Yes","Accommodation"
3188506,144,"Yes","Activities"
3189572,167,"Yes","Activities"
3188887,143,"Yes","Transport"
3188565,150,"Yes","Accommodation"
3188740,176,"Yes","Accommodation"
3188908,128,"Yes","Accommodation"
3188592,154,"Yes","Accommodation"
3189373,166,"Yes","Accommodation"
3189591,156,"Yes","Accommodation"
3188540,127,"Yes","Activities"
3189017,159,"Yes","Activities"
3188740,177,"Yes","Activities"
3188951,180,"Yes","Activities"
3188951,179,"Yes","Accommodation"
3189741,145,"Yes","Accommodation"
3189040,166,"Yes","Accommodation"
3189017,157,"Yes","Accommodation"
3189741,147,"Yes","Activities"
3189042,148,"Yes","Activities"
3189255,175,"No","All"
3189140,139,"Yes","Activities"
3189017,158,"Yes","Transport"
3189756,164,"Yes","Accommodation"
3189818,136,"Yes","Accommodation"
3189042,147,"Yes","Accommodation"
3189756,165,"Yes","Transport"
3189818,137,"Yes","Transport"
3189183,122,"Yes","Accommodation"
3189741,146,"Yes","Transport"
3189260,190,"Yes","Accommodation"
3189326,162,"Yes","Accommodation"
3189369,152,"Yes","Accommodation"
3190093,174,"Yes","Accommodation"
3190102,138,"Yes","Accommodation"
3189756,166,"Yes","Activities"
3190018,190,"Yes","Activities"
3189210,121,"No","All"
3189360,134,"Yes","Activities"
3190140,140,"Yes","Accommodation"
3190168,164,"Yes","Accommodation"
3189869,169,"Yes","Accommodation"
3190261,180,"Yes","Accommodation"
3189896,125,"Yes","Accommodation"
3190497,139,"Yes","Activities"
3190579,184,"Yes","Activities"
3190192,183,"Yes","Activities"
3190502,152,"Yes","Activities"
3190163,181,"No","All"
3190261,182,"Yes","Activities"
3190479,180,"Yes","Accommodation"
3190497,138,"Yes","Transport"
3190502,151,"Yes","Accommodation"
3190527,148,"Yes","Accommodation"
3190497,137,"Yes","Accommodation"
3190224,158,"Yes","Accommodation"
3190026,139,"Yes","Activities"
3190722,147,"Yes","Activities"
3190261,181,"Yes","Transport"
3190711,146,"Yes","Accommodation"
3190275,134,"Yes","Accommodation"
3190078,141,"Yes","Accommodation"
3190711,147,"Yes","Transport"
3190260,192,"Yes","Accommodation"
3190926,151,"No","All"
3191125,235,"Yes","Activities"
3190221,149,"Yes","Accommodation"
3191199,126,"Yes","Accommodation"
3191125,233,"Yes","Accommodation"
3190924,128,"Yes","Accommodation"
3190260,193,"Yes","Transport"
3191125,234,"Yes","Transport"
3191363,131,"Yes","Accommodation"
3191243,135,"Yes","Activities"
3191372,152,"Yes","Activities"
3190260,194,"Yes","Activities"
3191242,143,"Yes","Activities"
3191278,136,"Yes","Accommodation"
3190571,189,"Yes","Accommodation"
3190589,131,"Yes","Accommodation"
3191158,129,"Yes","Accommodation"
3191208,135,"Yes","Accommodation"
3191227,170,"Yes","Accommodation"
3191260,151,"Yes","Accommodation"
3191372,151,"Yes","Accommodation"
3191399,141,"Yes","Accommodation"
3191542,138,"Yes","Accommodation"
3191325,162,"Yes","Accommodation"
3191547,148,"Yes","Accommodation"
3191329,134,"Yes","Accommodation"
3190746,137,"Yes","Accommodation"
3190648,118,"Yes","Transport"
3190907,190,"Yes","Accommodation"
3191395,122,"Yes","Accommodation"
3190896,194,"Yes","Accommodation"
3191617,126,"Yes","Activities"
3191662,146,"Yes","Activities"
3191667,138,"Yes","Accommodation"
3189956,166,"No","All"
3191610,147,"Yes","Activities"
3191444,141,"Yes","Accommodation"
3191560,132,"Yes","Accommodation"
3191576,132,"Yes","Accommodation"
3191801,127,"Yes","Accommodation"
3190571,190,"Yes","Activities"
3191983,189,"No","All"
3191629,166,"Yes","Accommodation"
3191662,145,"Yes","Transport"
