"SurveyResponseID","AnswerNumber","AnswerYN","AmenityType"
3471447,176,"Yes","Activities"
3471467,176,"No","All"
3496112,134,"Yes","Accommodation"
3471558,165,"Yes","Accommodation"
3496313,128,"Yes","Accommodation"
3503270,184,"Yes","Accommodation"
3496112,135,"Yes","Transport"
3471676,145,"Yes","Transport"
3503263,213,"No","All"
3496380,128,"No","All"
3503461,181,"Yes","Accommodation"
3471558,166,"Yes","Activities"
3471642,205,"No","All"
3496515,177,"No","All"
3503461,182,"Yes","Activities"
3503320,179,"Yes","Activities"
3503468,189,"No","All"
3503270,186,"Yes","Activities"
3471735,123,"No","All"
3471683,142,"Yes","Transport"
3471960,140,"Yes","Accommodation"
3503629,179,"Yes","Accommodation"
3503722,216,"Yes","Accommodation"
3472099,200,"Yes","Accommodation"
3496679,180,"Yes","Transport"
3503727,136,"Yes","Accommodation"
3496679,181,"Yes","Activities"
3503722,217,"Yes","Activities"
3496563,173,"Yes","Transport"
3503731,199,"Yes","Accommodation"
3503288,132,"No","All"
3497281,151,"Yes","Accommodation"
3471940,173,"Yes","Activities"
3497230,153,"Yes","Accommodation"
3497534,117,"Yes","Accommodation"
3503270,185,"Yes","Transport"
3497247,152,"Yes","Accommodation"
3503804,206,"Yes","Accommodation"
3497583,130,"Yes","Accommodation"
3497700,146,"Yes","Transport"
3472253,132,"Yes","Accommodation"
3496832,128,"No","All"
3503836,141,"No","All"
3472099,202,"Yes","Activities"
3472108,117,"No","All"
3472242,139,"Yes","Accommodation"
3496547,211,"Yes","Activities"
3497182,158,"No","All"
3472099,201,"Yes","Transport"
3497600,136,"Yes","Accommodation"
3497717,163,"Yes","Accommodation"
3502413,168,"Yes","Accommodation"
3523017,113,"Yes","Accommodation"
3472328,155,"Yes","Accommodation"
3497802,132,"Yes","Accommodation"
3472392,140,"Yes","Accommodation"
3523006,130,"No","All"
3523256,156,"Yes","Activities"
3502513,164,"No","All"
3503281,177,"Yes","Activities"
3497716,156,"Yes","Activities"
3503265,191,"Yes","Activities"
3523231,145,"Yes","Accommodation"
3523251,170,"Yes","Accommodation"
3503432,175,"No","All"
3523776,120,"No","All"
3472269,156,"No","All"
3503401,127,"No","All"
3523819,165,"Yes","Activities"
3523917,127,"No","All"
3472451,150,"Yes","Accommodation"
3503265,190,"Yes","Accommodation"
3503333,180,"Yes","Accommodation"
3523819,164,"Yes","Accommodation"
3472444,151,"Yes","Transport"
3523367,172,"Yes","Accommodation"
3523374,162,"Yes","Transport"
3472594,156,"Yes","Accommodation"
3522984,201,"Yes","Accommodation"
3496324,152,"Yes","Accommodation"
3503581,178,"Yes","Accommodation"
3472669,148,"Yes","Accommodation"
3524805,172,"Yes","Accommodation"
3495967,154,"Yes","Accommodation"
3496374,122,"Yes","Accommodation"
3496526,179,"Yes","Accommodation"
3495951,160,"Yes","Activities"
3496524,145,"No","All"
3472517,137,"Yes","Activities"
3522854,174,"Yes","Activities"
3496124,169,"Yes","Activities"
3496324,153,"Yes","Activities"
3496526,180,"Yes","Activities"
3523118,141,"No","All"
3503801,156,"Yes","Activities"
3496065,117,"No","All"
3496685,152,"Yes","Accommodation"
3496374,123,"Yes","Transport"
3496728,245,"Yes","Accommodation"
3523105,129,"Yes","Accommodation"
3497003,170,"Yes","Accommodation"
3497046,154,"Yes","Activities"
3497053,154,"Yes","Activities"
3497053,153,"Yes","Accommodation"
3497630,148,"Yes","Accommodation"
3497755,141,"Yes","Accommodation"
3497814,158,"Yes","Accommodation"
3523251,171,"Yes","Activities"
3501742,145,"No","All"
3497746,140,"Yes","Accommodation"
3502340,177,"Yes","Accommodation"
3502367,176,"Yes","Accommodation"
3496728,246,"Yes","Activities"
3502519,142,"No","All"
3502340,178,"Yes","Activities"
3502517,195,"Yes","Activities"
3503237,189,"Yes","Accommodation"
3503237,190,"Yes","Activities"
3503678,195,"No","All"
3503603,140,"Yes","Accommodation"
3503689,166,"Yes","Accommodation"
3497703,130,"Yes","Activities"
3503689,168,"Yes","Activities"
3522875,197,"Yes","Accommodation"
3503689,167,"Yes","Transport"
3522900,151,"Yes","Accommodation"
3522930,158,"Yes","Accommodation"
3503335,157,"Yes","Activities"
3523373,292,"No","All"
3522900,153,"Yes","Activities"
3523275,184,"Yes","Activities"
3497046,153,"Yes","Transport"
3523659,161,"Yes","Accommodation"
3523284,144,"Yes","Accommodation"
3523284,146,"Yes","Activities"
3523323,182,"No","All"
3522900,152,"Yes","Transport"
3523707,163,"Yes","Accommodation"
3523866,151,"Yes","Activities"
3523886,151,"No","All"
3523777,161,"No","All"
3523868,179,"Yes","Activities"
3523866,150,"Yes","Accommodation"
3524813,136,"Yes","Accommodation"
3523284,145,"Yes","Transport"
3524813,137,"Yes","Transport"
3524872,222,"Yes","Accommodation"
3523668,139,"Yes","Activities"
3186414,196,"Yes","Activities"
3337752,142,"Yes","Accommodation"
3337588,139,"Yes","Accommodation"
3337603,123,"Yes","Accommodation"
3337871,145,"Yes","Accommodation"
3337872,137,"Yes","Accommodation"
3338621,132,"Yes","Accommodation"
3338271,146,"Yes","Accommodation"
3186378,165,"Yes","Activities"
3338607,187,"Yes","Activities"
3337834,126,"Yes","Accommodation"
3337584,149,"Yes","Accommodation"
3524813,138,"Yes","Activities"
3337834,127,"Yes","Activities"
3337650,176,"Yes","Accommodation"
3337850,144,"Yes","Accommodation"
3337599,130,"Yes","Accommodation"
3337585,190,"No","All"
3337850,145,"Yes","Activities"
3337742,227,"Yes","Accommodation"
3337916,144,"Yes","Accommodation"
3338821,153,"Yes","Accommodation"
3337540,138,"Yes","Transport"
3337742,228,"Yes","Transport"
3338822,152,"Yes","Accommodation"
3338689,203,"Yes","Accommodation"
3337886,143,"No","All"
3337742,229,"Yes","Activities"
3339225,135,"Yes","Activities"
3339257,145,"Yes","Activities"
3339108,153,"Yes","Accommodation"
3339091,133,"Yes","Accommodation"
3338007,155,"Yes","Accommodation"
3339241,150,"Yes","Transport"
3339257,144,"Yes","Accommodation"
3338754,138,"Yes","Activities"
3339559,129,"Yes","Activities"
3337966,158,"No","All"
3339542,141,"No","All"
3339224,154,"Yes","Transport"
3462143,145,"Yes","Accommodation"
3339727,146,"Yes","Accommodation"
3462029,143,"Yes","Accommodation"
3339807,131,"Yes","Accommodation"
3462062,129,"Yes","Accommodation"
3337876,127,"Yes","Accommodation"
3462012,147,"Yes","Activities"
3465302,141,"Yes","Activities"
3337883,156,"Yes","Accommodation"
3337942,130,"Yes","Accommodation"
3465603,155,"Yes","Transport"
3337728,110,"Yes","Accommodation"
3465403,154,"Yes","Activities"
3337906,112,"No","All"
3465603,154,"Yes","Accommodation"
3466440,154,"Yes","Transport"
3338093,147,"Yes","Accommodation"
3465604,136,"Yes","Accommodation"
3337730,147,"Yes","Transport"
3337779,152,"Yes","Accommodation"
3472755,112,"Yes","Accommodation"
3337876,128,"Yes","Activities"
3466440,155,"Yes","Activities"
3338689,204,"Yes","Activities"
3337661,170,"No","All"
3462177,143,"Yes","Accommodation"
3465302,140,"Yes","Transport"
3466289,159,"Yes","Accommodation"
3338023,146,"Yes","Accommodation"
3338068,140,"Yes","Accommodation"
3337679,183,"Yes","Activities"
3465603,156,"Yes","Activities"
3472873,201,"Yes","Transport"
3338184,134,"Yes","Accommodation"
3337730,148,"Yes","Activities"
3497440,163,"Yes","Activities"
3472972,136,"Yes","Accommodation"
3472989,128,"Yes","Accommodation"
3338193,136,"Yes","Accommodation"
3497374,151,"Yes","Accommodation"
3465619,127,"No","All"
3497824,143,"Yes","Activities"
3473090,140,"Yes","Transport"
3473174,137,"Yes","Accommodation"
3497840,137,"Yes","Accommodation"
3338068,141,"Yes","Transport"
3497389,162,"Yes","Accommodation"
3497475,158,"Yes","Activities"
3338595,199,"Yes","Activities"
3497426,160,"Yes","Activities"
3497992,144,"Yes","Accommodation"
3337880,158,"Yes","Transport"
3338131,153,"Yes","Accommodation"
3337811,146,"Yes","Activities"
3497857,150,"Yes","Accommodation"
3497943,130,"Yes","Transport"
3498059,130,"Yes","Accommodation"
3337880,157,"Yes","Accommodation"
3501801,156,"No","All"
3338745,158,"Yes","Activities"
3501821,146,"Yes","Accommodation"
3337965,131,"Yes","Accommodation"
3497891,151,"Yes","Accommodation"
3337980,145,"Yes","Activities"
3502639,226,"Yes","Activities"
3338595,198,"Yes","Accommodation"
3498077,151,"Yes","Accommodation"
3498110,157,"Yes","Accommodation"
3337880,159,"Yes","Activities"
3502153,174,"Yes","Activities"
3501754,157,"Yes","Accommodation"
3338228,127,"Yes","Activities"
3502740,122,"Yes","Activities"
3502202,150,"No","All"
3338245,145,"Yes","Activities"
3497440,162,"Yes","Accommodation"
3338332,150,"Yes","Activities"
3337813,145,"Yes","Activities"
3337810,154,"Yes","Transport"
3497994,161,"Yes","Accommodation"
3498176,149,"Yes","Accommodation"
3498059,131,"Yes","Activities"
3502002,191,"Yes","Activities"
3337977,139,"Yes","Accommodation"
3502153,173,"Yes","Accommodation"
3338124,122,"Yes","Accommodation"
3338146,136,"Yes","Accommodation"
3338083,146,"Yes","Accommodation"
3338770,148,"Yes","Accommodation"
3338834,252,"Yes","Accommodation"
3338886,200,"Yes","Accommodation"
3338228,126,"Yes","Accommodation"
3338761,146,"Yes","Transport"
3338886,201,"Yes","Transport"
3338818,190,"Yes","Accommodation"
3337965,132,"Yes","Activities"
3523060,155,"Yes","Activities"
3338158,142,"Yes","Activities"
3338176,190,"Yes","Activities"
3338750,152,"Yes","Activities"
3338820,190,"Yes","Activities"
3338827,196,"Yes","Activities"
3338886,202,"Yes","Activities"
3338820,189,"Yes","Transport"
3338283,114,"Yes","Accommodation"
3522812,217,"Yes","Accommodation"
3339013,148,"Yes","Accommodation"
3522643,150,"Yes","Accommodation"
3522812,218,"Yes","Transport"
3523110,206,"Yes","Accommodation"
3338351,145,"Yes","Transport"
3339095,163,"Yes","Accommodation"
3522678,130,"No","All"
3523411,150,"Yes","Activities"
3338351,144,"Yes","Accommodation"
3339054,133,"Yes","Accommodation"
3339070,143,"Yes","Accommodation"
3338764,137,"Yes","Transport"
3338797,140,"Yes","Accommodation"
3338633,146,"Yes","Accommodation"
3338681,147,"Yes","Transport"
3338676,143,"Yes","Accommodation"
3338331,136,"Yes","Activities"
3524079,151,"No","All"
3338732,138,"Yes","Accommodation"
3523480,130,"No","All"
3338633,147,"Yes","Activities"
3524096,136,"Yes","Accommodation"
3338712,151,"Yes","Transport"
3339268,137,"Yes","Accommodation"
3338866,145,"Yes","Transport"
3338776,175,"Yes","Accommodation"
3523110,207,"Yes","Activities"
3524347,160,"No","All"
3338776,177,"Yes","Activities"
3339370,130,"Yes","Activities"
3338776,176,"Yes","Transport"
3524330,145,"Yes","Accommodation"
3339147,145,"Yes","Accommodation"
3338860,123,"Yes","Accommodation"
3339050,137,"Yes","Accommodation"
3339084,156,"Yes","Accommodation"
3339197,159,"Yes","Accommodation"
3339120,141,"Yes","Activities"
3339197,160,"Yes","Activities"
3524283,167,"Yes","Activities"
3524599,180,"Yes","Activities"
3339513,147,"Yes","Accommodation"
3339520,149,"Yes","Transport"
3339806,139,"Yes","Accommodation"
3339282,167,"Yes","Accommodation"
3338901,146,"Yes","Accommodation"
3462158,142,"Yes","Accommodation"
3462058,143,"Yes","Transport"
3339046,144,"Yes","Transport"
3339060,154,"Yes","Accommodation"
3339465,285,"Yes","Accommodation"
3339144,132,"Yes","Accommodation"
3339246,157,"Yes","Accommodation"
3339032,141,"Yes","Activities"
3339520,150,"Yes","Activities"
3339788,128,"Yes","Transport"
3338901,147,"Yes","Transport"
3338985,141,"Yes","Accommodation"
3339500,162,"Yes","Accommodation"
3338894,231,"No","All"
3339219,138,"Yes","Activities"
3339513,148,"Yes","Activities"
3462038,151,"Yes","Activities"
3462167,145,"Yes","Accommodation"
3339806,140,"Yes","Activities"
3339278,171,"Yes","Activities"
3339421,136,"Yes","Accommodation"
3465752,174,"Yes","Accommodation"
3339500,163,"Yes","Transport"
3339750,147,"Yes","Accommodation"
3339337,139,"No","All"
3465716,168,"No","All"
3339689,177,"Yes","Accommodation"
3339696,131,"Yes","Transport"
3462051,153,"Yes","Transport"
3462004,145,"Yes","Accommodation"
3462054,148,"Yes","Accommodation"
3462183,151,"No","All"
3339689,178,"Yes","Activities"
3339500,164,"Yes","Activities"
3464573,116,"No","All"
3339421,137,"Yes","Transport"
3339799,142,"Yes","Accommodation"
3462186,153,"Yes","Accommodation"
3339728,143,"Yes","Accommodation"
3462171,123,"Yes","Activities"
3466236,232,"Yes","Activities"
3462030,157,"Yes","Transport"
3462048,150,"Yes","Accommodation"
3465295,162,"Yes","Accommodation"
3462051,154,"Yes","Activities"
3466218,132,"No","All"
3339746,127,"Yes","Transport"
3465295,163,"Yes","Transport"
3466236,231,"Yes","Accommodation"
3465752,175,"Yes","Transport"
3339737,138,"Yes","Transport"
3462071,177,"Yes","Accommodation"
3462055,148,"Yes","Accommodation"
3339421,138,"Yes","Activities"
3465327,171,"Yes","Activities"
3462191,148,"Yes","Transport"
3472786,133,"Yes","Accommodation"
3465327,170,"Yes","Accommodation"
3462164,143,"Yes","Accommodation"
3462175,149,"Yes","Accommodation"
3339821,141,"Yes","Transport"
3462182,158,"Yes","Accommodation"
3472920,148,"Yes","Accommodation"
3472786,134,"Yes","Transport"
3472836,134,"Yes","Accommodation"
3473077,145,"Yes","Accommodation"
3473122,144,"Yes","Accommodation"
3465765,172,"Yes","Accommodation"
3465783,153,"Yes","Accommodation"
3496198,117,"Yes","Accommodation"
3497329,144,"Yes","Accommodation"
3473047,153,"Yes","Accommodation"
3465549,164,"Yes","Accommodation"
3472920,149,"Yes","Transport"
3465633,161,"Yes","Transport"
3465528,160,"No","All"
3465783,154,"Yes","Activities"
3465727,182,"No","All"
3497302,148,"Yes","Accommodation"
3472786,135,"Yes","Activities"
3473048,120,"No","All"
3466280,172,"No","All"
3473122,145,"Yes","Activities"
3497386,165,"Yes","Activities"
3472888,140,"Yes","Transport"
3497343,133,"Yes","Accommodation"
3465765,173,"Yes","Activities"
3473016,148,"No","All"
3473116,132,"Yes","Accommodation"
3473238,143,"Yes","Transport"
3497377,148,"Yes","Accommodation"
3473081,138,"Yes","Accommodation"
3473234,145,"Yes","Accommodation"
3497420,161,"Yes","Accommodation"
3473250,123,"No","All"
3497445,154,"Yes","Activities"
3473148,147,"Yes","Transport"
3497427,157,"Yes","Accommodation"
3497461,149,"Yes","Accommodation"
3497463,145,"Yes","Transport"
3497449,145,"Yes","Accommodation"
3465835,208,"Yes","Accommodation"
3497465,168,"Yes","Activities"
3498133,155,"Yes","Activities"
3497966,143,"Yes","Accommodation"
3498002,152,"Yes","Accommodation"
3497315,157,"Yes","Transport"
3497867,150,"Yes","Accommodation"
3497511,145,"Yes","Accommodation"
3466174,143,"Yes","Accommodation"
3497834,144,"Yes","Accommodation"
3497472,156,"Yes","Activities"
3472694,123,"No","All"
3497881,150,"Yes","Accommodation"
3497888,142,"Yes","Accommodation"
3498170,149,"Yes","Accommodation"
3498150,139,"Yes","Accommodation"
3497890,152,"Yes","Accommodation"
3497895,153,"Yes","Accommodation"
3466292,113,"No","All"
3497963,140,"Yes","Activities"
3497938,152,"Yes","Accommodation"
3498031,134,"Yes","Transport"
3498088,136,"Yes","Accommodation"
3497972,148,"Yes","Accommodation"
3498047,157,"Yes","Accommodation"
3502630,143,"Yes","Activities"
3472885,104,"No","All"
3502581,178,"Yes","Transport"
3502582,220,"Yes","Transport"
3498154,162,"Yes","Accommodation"
3498104,131,"Yes","Accommodation"
3498104,132,"Yes","Activities"
3502581,179,"Yes","Activities"
3502582,219,"Yes","Accommodation"
3473180,121,"Yes","Accommodation"
3502645,172,"Yes","Accommodation"
3496224,171,"Yes","Accommodation"
3498070,143,"Yes","Accommodation"
3472976,148,"Yes","Accommodation"
3473180,122,"Yes","Transport"
3473246,138,"Yes","Accommodation"
3472955,200,"No","All"
3502999,120,"No","All"
3502582,221,"Yes","Activities"
3502946,142,"Yes","Activities"
3473028,130,"Yes","Activities"
3473071,130,"Yes","Activities"
3501841,164,"Yes","Accommodation"
3472919,135,"No","All"
3522601,139,"No","All"
3501841,166,"Yes","Activities"
3522720,159,"No","All"
3497896,157,"Yes","Accommodation"
3496224,172,"Yes","Transport"
3497494,153,"Yes","Accommodation"
3501841,165,"Yes","Transport"
3496426,170,"Yes","Accommodation"
3497460,151,"Yes","Accommodation"
3496426,171,"Yes","Activities"
3523419,151,"Yes","Activities"
3497898,137,"Yes","Accommodation"
3497962,143,"Yes","Accommodation"
3497964,146,"Yes","Accommodation"
3498005,156,"Yes","Transport"
3498064,143,"Yes","Transport"
3522569,137,"No","All"
3498062,127,"Yes","Activities"
3502761,126,"Yes","Accommodation"
3498148,142,"Yes","Accommodation"
3524074,157,"Yes","Accommodation"
3497996,147,"Yes","Activities"
3523974,152,"Yes","Activities"
3524005,124,"No","All"
3524074,159,"Yes","Activities"
3502836,134,"Yes","Accommodation"
3501892,176,"Yes","Accommodation"
3501892,177,"Yes","Transport"
3502031,218,"Yes","Accommodation"
3502750,157,"No","All"
3502131,173,"No","All"
3498207,123,"Yes","Activities"
3503395,108,"No","All"
3522556,136,"Yes","Transport"
3524238,153,"Yes","Accommodation"
3502033,151,"Yes","Transport"
3522588,198,"Yes","Accommodation"
3502031,219,"Yes","Activities"
3524524,179,"Yes","Activities"
3524524,177,"Yes","Accommodation"
3524074,158,"Yes","Transport"
3524455,122,"Yes","Accommodation"
3524507,163,"Yes","Accommodation"
3501892,178,"Yes","Activities"
3524208,164,"No","All"
3502165,138,"Yes","Accommodation"
3502633,158,"Yes","Accommodation"
3502576,131,"Yes","Activities"
3502701,187,"Yes","Activities"
3502149,111,"Yes","Activities"
3522665,186,"No","All"
3502183,140,"Yes","Transport"
3502726,175,"Yes","Accommodation"
3522706,124,"No","All"
3524725,132,"No","All"
3502733,213,"No","All"
3502887,158,"Yes","Activities"
3502633,159,"Yes","Activities"
3523074,135,"No","All"
3523558,137,"Yes","Activities"
3523985,117,"Yes","Activities"
3524524,178,"Yes","Transport"
3522641,180,"Yes","Transport"
3522616,118,"No","All"
3524417,176,"Yes","Activities"
3524501,147,"Yes","Accommodation"
3522641,179,"Yes","Accommodation"
3524417,174,"Yes","Accommodation"
3524417,175,"Yes","Transport"
3524052,142,"Yes","Accommodation"
3524027,173,"Yes","Accommodation"
3524477,213,"Yes","Accommodation"
3524277,170,"Yes","Accommodation"
3524143,127,"Yes","Transport"
3524286,146,"Yes","Accommodation"
3502917,143,"No","All"
3524477,214,"Yes","Activities"
3522573,131,"No","All"
3524611,205,"Yes","Activities"
3524611,204,"Yes","Accommodation"
3524277,171,"Yes","Activities"
3524604,185,"Yes","Activities"
3503396,180,"Yes","Activities"
3524484,124,"No","All"
