"SurveyResponseID","AnswerNumber","QualmarkFailedExpn"
3497768,139,"Generally poor standard"
3497768,141,"Poor value for money"
3497239,136,"Poor value for money"
3497768,138,"Too expensive"
3497526,149,"No air-conditioning/heating inadequate"
3497526,145,"The Qualmark rating was too high"
3497526,148,"Generally poor standard"
3497526,150,"Poor value for money"
3497526,144,"Poor/old facilities"
3497526,146,"Too expensive"
3497526,147,"Poor standard of cleanliness/dirty"
3497590,161,"Too expensive"
3497590,162,"Poor customer service"
3497606,165,"No free internet"
3497590,164,"Another reason"
3497606,161,"The Qualmark rating was too high"
3497606,166,"Generally poor standard"
3497590,163,"Poor standard of cleanliness/dirty"
3497606,160,"Poor/old facilities"
3497606,162,"Too expensive"
3497606,163,"Poor customer service"
3497606,164,"Poor standard of cleanliness/dirty"
3497606,167,"No air-conditioning/heating inadequate"
3497606,169,"Noisy"
3497609,155,"No air-conditioning/heating inadequate"
3497609,157,"Another reason"
3497609,153,"Too expensive"
3497609,154,"Poor customer service"
3497743,154,"Poor/old facilities"
3497606,168,"Poor value for money"
3497609,156,"Poor value for money"
3497743,158,"No free internet"
3497743,155,"The Qualmark rating was too high"
3497743,162,"Another reason"
3497743,156,"Too expensive"
3497743,157,"Poor customer service"
3497743,159,"Generally poor standard"
3497743,160,"Poor value for money"
3497743,161,"Noisy"
3523227,165,"No free internet"
3523227,167,"No air-conditioning/heating inadequate"
3523227,166,"Generally poor standard"
3523227,162,"Poor/old facilities"
3523227,163,"Too expensive"
3523227,164,"Poor standard of cleanliness/dirty"
3191415,149,"No air-conditioning/heating inadequate"
3191470,148,"No free internet"
3191470,149,"Generally poor standard"
3191470,150,"Poor value for money"
3191470,151,"Noisy"
3191518,148,"No air-conditioning/heating inadequate"
3191518,150,"Noisy"
3191425,149,"No free internet"
3191425,151,"No air-conditioning/heating inadequate"
3189183,127,"Not sure"
3191415,147,"The Qualmark rating was too high"
3191415,150,"Another reason"
3191470,146,"The Qualmark rating was too high"
3191518,151,"Another reason"
3191536,155,"The Qualmark rating was too high"
3191425,154,"Another reason"
3191518,147,"Generally poor standard"
3191518,149,"Poor value for money"
3191425,150,"Generally poor standard"
3191425,152,"Poor value for money"
3191415,148,"Poor standard of cleanliness/dirty"
3191470,147,"Too expensive"
3191518,146,"Poor standard of cleanliness/dirty"
3191536,156,"Too expensive"
3191425,153,"Noisy"
3191430,161,"No free internet"
3191536,157,"Poor customer service"
3191425,148,"Poor customer service"
3191430,158,"Poor/old facilities"
3191430,159,"Poor customer service"
3191430,160,"Poor standard of cleanliness/dirty"
3191480,141,"Too expensive"
3191430,163,"Another reason"
3191480,140,"The Qualmark rating was too high"
3191430,162,"Poor value for money"
3191480,143,"No free internet"
3191480,145,"No air-conditioning/heating inadequate"
3191480,147,"Noisy"
3191461,149,"No free internet"
3191480,142,"Poor standard of cleanliness/dirty"
3191461,147,"Too expensive"
3191461,148,"Poor customer service"
3191480,144,"Generally poor standard"
3191480,146,"Poor value for money"
3191461,150,"No air-conditioning/heating inadequate"
3191461,152,"Noisy"
3191644,134,"No free internet"
3191644,130,"Poor/old facilities"
3191644,131,"Too expensive"
3191644,132,"Poor customer service"
3191644,133,"Poor standard of cleanliness/dirty"
3191461,151,"Poor value for money"
3191461,153,"Another reason"
3191644,135,"No air-conditioning/heating inadequate"
3191536,158,"No free internet"
3191449,143,"Poor/old facilities"
3191449,145,"Too expensive"
3191644,136,"Poor value for money"
3191536,159,"Poor value for money"
3191644,137,"Another reason"
3191449,144,"The Qualmark rating was too high"
3191536,160,"Noisy"
3191811,149,"No free internet"
3191811,146,"Poor/old facilities"
3191811,147,"Poor customer service"
3191811,148,"Poor standard of cleanliness/dirty"
3191554,148,"Poor/old facilities"
3191811,150,"Generally poor standard"
3191811,151,"Poor value for money"
3191811,153,"Another reason"
3191811,152,"Noisy"
3191554,154,"Noisy"
3191554,150,"Too expensive"
3191554,151,"Poor customer service"
3191554,152,"Poor standard of cleanliness/dirty"
3191588,142,"Poor/old facilities"
3191588,143,"Poor customer service"
3191554,153,"Generally poor standard"
3191554,149,"The Qualmark rating was too high"
3191554,155,"Another reason"
3191588,146,"No air-conditioning/heating inadequate"
3191602,150,"No free internet"
3191588,144,"Poor standard of cleanliness/dirty"
3191602,148,"Poor/old facilities"
3191602,149,"Poor customer service"
3191588,145,"Generally poor standard"
3191588,147,"Poor value for money"
3191602,151,"Generally poor standard"
3191588,148,"Another reason"
3191602,152,"No air-conditioning/heating inadequate"
3191449,148,"No free internet"
3191449,149,"No air-conditioning/heating inadequate"
3191602,154,"Another reason"
3191449,150,"Another reason"
3191449,146,"Poor customer service"
3191449,147,"Poor standard of cleanliness/dirty"
3191602,153,"Poor value for money"
3191667,144,"The Qualmark rating was too high"
3191547,153,"Poor/old facilities"
3191547,154,"Too expensive"
3191667,143,"Poor/old facilities"
3191667,145,"Too expensive"
3191547,157,"Noisy"
3191667,147,"No air-conditioning/heating inadequate"
3191758,159,"The Qualmark rating was too high"
3191667,146,"Poor customer service"
3191547,155,"Generally poor standard"
3191547,156,"Poor value for money"
3191758,160,"Generally poor standard"
3337588,146,"No free internet"
3337779,158,"No free internet"
3337779,159,"No air-conditioning/heating inadequate"
3337588,148,"Another reason"
3337588,147,"Poor value for money"
3337779,160,"Poor value for money"
3337779,161,"Another reason"
3337780,144,"Generally poor standard"
3337588,144,"Poor/old facilities"
3337588,145,"Poor standard of cleanliness/dirty"
3337779,157,"Poor standard of cleanliness/dirty"
3337780,141,"Too expensive"
3337780,142,"Poor customer service"
3337780,143,"Poor standard of cleanliness/dirty"
3337780,145,"Noisy"
3338153,167,"No air-conditioning/heating inadequate"
3337789,153,"Another reason"
3338153,166,"Generally poor standard"
3338153,164,"Too expensive"
3338153,165,"Poor standard of cleanliness/dirty"
3337789,151,"Too expensive"
3337789,152,"Poor customer service"
3338211,139,"Too expensive"
3338153,168,"Noisy"
3338272,124,"No free internet"
3338272,126,"No air-conditioning/heating inadequate"
3338272,128,"Another reason"
3338272,120,"Poor/old facilities"
3338272,121,"Too expensive"
3338272,122,"Poor customer service"
3338272,123,"Poor standard of cleanliness/dirty"
3338272,127,"Noisy"
3338245,151,"No free internet"
3338272,125,"Generally poor standard"
3338211,142,"Generally poor standard"
3338245,152,"Generally poor standard"
3338245,153,"Poor value for money"
3338263,126,"The Qualmark rating was too high"
3338211,140,"Poor customer service"
3338211,141,"Poor standard of cleanliness/dirty"
3338245,150,"Poor/old facilities"
3338263,125,"Poor/old facilities"
3338657,137,"Poor/old facilities"
3338657,138,"Too expensive"
3338657,141,"No free internet"
3338118,167,"The Qualmark rating was too high"
3338657,139,"Poor customer service"
3338657,140,"Poor standard of cleanliness/dirty"
3338118,166,"Poor/old facilities"
3338118,168,"Too expensive"
3338118,169,"Poor customer service"
3338118,170,"Poor standard of cleanliness/dirty"
3338657,142,"Generally poor standard"
3338193,141,"The Qualmark rating was too high"
3338657,143,"Noisy"
3338209,146,"No free internet"
3338209,148,"No air-conditioning/heating inadequate"
3338263,129,"No free internet"
3338263,130,"No air-conditioning/heating inadequate"
3338193,144,"Generally poor standard"
3338193,145,"Poor value for money"
3338209,147,"Generally poor standard"
3338209,149,"Poor value for money"
3338193,142,"Poor customer service"
3338193,143,"Poor standard of cleanliness/dirty"
3338209,145,"Poor/old facilities"
3338263,127,"Too expensive"
3338263,128,"Poor standard of cleanliness/dirty"
3338209,150,"Noisy"
3339174,154,"No air-conditioning/heating inadequate"
3339174,153,"Generally poor standard"
3338209,151,"Another reason"
3339174,151,"Too expensive"
3339174,152,"Poor standard of cleanliness/dirty"
3339225,140,"Too expensive"
3339225,141,"Poor customer service"
3339174,155,"Noisy"
3339225,142,"No air-conditioning/heating inadequate"
3338713,154,"No free internet"
3338713,156,"No air-conditioning/heating inadequate"
3339225,143,"Poor value for money"
3338713,159,"Another reason"
3338713,158,"Noisy"
3339049,163,"No free internet"
3339049,164,"No air-conditioning/heating inadequate"
3339049,159,"The Qualmark rating was too high"
3339049,166,"Another reason"
3339084,161,"The Qualmark rating was too high"
3338713,155,"Generally poor standard"
3338713,157,"Poor value for money"
3339049,165,"Poor value for money"
3338718,150,"Poor value for money"
3338713,153,"Too expensive"
3339049,160,"Too expensive"
3339049,161,"Poor customer service"
3339049,162,"Poor standard of cleanliness/dirty"
3338718,148,"The Qualmark rating was too high"
3338718,152,"Another reason"
3338761,155,"Another reason"
3338761,154,"Poor value for money"
3338718,151,"Noisy"
3338761,153,"No air-conditioning/heating inadequate"
3338718,147,"Poor/old facilities"
3338718,149,"Poor standard of cleanliness/dirty"
3338761,151,"Too expensive"
3338761,152,"Poor standard of cleanliness/dirty"
3462012,152,"Poor/old facilities"
3462012,153,"Too expensive"
3339084,163,"No free internet"
3339084,166,"Noisy"
3339052,150,"No free internet"
3339052,152,"No air-conditioning/heating inadequate"
3339052,154,"Noisy"
3339070,151,"No air-conditioning/heating inadequate"
3462012,154,"Poor customer service"
3339084,162,"Poor standard of cleanliness/dirty"
3462046,141,"Poor customer service"
3339052,149,"Poor customer service"
3339070,149,"Poor customer service"
3462046,140,"The Qualmark rating was too high"
3339052,148,"The Qualmark rating was too high"
3339052,155,"Another reason"
3339070,148,"The Qualmark rating was too high"
3462012,155,"Generally poor standard"
3339084,164,"Generally poor standard"
3339084,165,"Poor value for money"
3339052,151,"Generally poor standard"
3339052,153,"Poor value for money"
3339070,150,"Generally poor standard"
3339070,153,"Noisy"
3339127,152,"No free internet"
3339127,154,"Noisy"
3339229,161,"No air-conditioning/heating inadequate"
3339127,151,"Poor standard of cleanliness/dirty"
3339070,154,"Another reason"
3339127,150,"The Qualmark rating was too high"
3339127,155,"Another reason"
3339229,159,"The Qualmark rating was too high"
3339229,162,"Another reason"
3339243,149,"The Qualmark rating was too high"
3339070,152,"Poor value for money"
3339127,153,"Generally poor standard"
3339229,158,"Poor/old facilities"
3339229,160,"Too expensive"
3339243,148,"Poor/old facilities"
3339243,150,"Too expensive"
3339243,151,"Poor standard of cleanliness/dirty"
3339243,152,"No free internet"
3339243,153,"No air-conditioning/heating inadequate"
3339243,155,"Another reason"
3339702,157,"Too expensive"
3339702,158,"Poor customer service"
3338110,147,"Poor/old facilities"
3338110,148,"Poor standard of cleanliness/dirty"
3339243,154,"Noisy"
3338110,149,"No air-conditioning/heating inadequate"
3338110,150,"Noisy"
3338135,157,"No free internet"
3338135,155,"Poor/old facilities"
3338135,156,"Too expensive"
3462046,142,"Poor standard of cleanliness/dirty"
3339702,159,"Poor value for money"
3338135,158,"Poor value for money"
3338110,151,"Another reason"
3338135,159,"Another reason"
3339816,138,"Poor customer service"
3462046,143,"No air-conditioning/heating inadequate"
3462046,144,"Noisy"
3339816,139,"No free internet"
3339816,142,"Noisy"
3339754,135,"Noisy"
3462036,155,"Noisy"
3339806,148,"No air-conditioning/heating inadequate"
3339816,140,"Generally poor standard"
3339816,141,"Poor value for money"
3339754,133,"Generally poor standard"
3339754,134,"Poor value for money"
3462046,145,"Another reason"
3339816,143,"Another reason"
3339754,136,"Another reason"
3339806,145,"The Qualmark rating was too high"
3339806,150,"Another reason"
3462008,166,"The Qualmark rating was too high"
3339754,131,"Too expensive"
3339754,132,"Poor standard of cleanliness/dirty"
3462036,153,"Poor customer service"
3462036,154,"Poor standard of cleanliness/dirty"
3339806,146,"Poor standard of cleanliness/dirty"
3462008,165,"Poor/old facilities"
3462008,169,"Noisy"
3462058,150,"Noisy"
3462138,147,"No free internet"
3462049,144,"The Qualmark rating was too high"
3462049,146,"Another reason"
3462056,151,"Another reason"
3462138,145,"The Qualmark rating was too high"
3462008,167,"Poor customer service"
3462049,143,"Poor/old facilities"
3462056,149,"Poor standard of cleanliness/dirty"
3462058,148,"Too expensive"
3462058,149,"Poor standard of cleanliness/dirty"
3462138,146,"Poor standard of cleanliness/dirty"
3339806,147,"Generally poor standard"
3339806,149,"Poor value for money"
3462008,168,"Generally poor standard"
3462049,145,"Poor value for money"
3462056,150,"Generally poor standard"
3462138,148,"Generally poor standard"
3462062,137,"No free internet"
3462062,134,"Poor/old facilities"
3462062,136,"Too expensive"
3462062,135,"The Qualmark rating was too high"
3462156,158,"The Qualmark rating was too high"
3338183,136,"No air-conditioning/heating inadequate"
3462156,159,"Too expensive"
3338183,134,"Too expensive"
3338183,135,"Poor customer service"
3462195,165,"Too expensive"
3462195,166,"Poor customer service"
3462054,153,"Poor/old facilities"
3462036,156,"Another reason"
3338183,138,"Another reason"
3462195,164,"The Qualmark rating was too high"
3338183,137,"Noisy"
3462195,169,"Noisy"
3462054,156,"No free internet"
3462138,149,"Poor value for money"
3462195,167,"Generally poor standard"
3462195,168,"Poor value for money"
3462054,157,"Generally poor standard"
3462054,154,"Too expensive"
3462054,155,"Poor standard of cleanliness/dirty"
3462195,170,"Another reason"
3462054,159,"Another reason"
3462067,159,"Generally poor standard"
3462067,160,"Poor value for money"
3462067,155,"The Qualmark rating was too high"
3462067,161,"Another reason"
3462054,158,"Noisy"
3462067,158,"No free internet"
3338210,149,"No free internet"
3338235,148,"No air-conditioning/heating inadequate"
3462067,154,"Poor/old facilities"
3462067,156,"Too expensive"
3462067,157,"Poor standard of cleanliness/dirty"
3338210,148,"Poor standard of cleanliness/dirty"
3338235,145,"Poor/old facilities"
3338235,146,"The Qualmark rating was too high"
3338235,150,"Another reason"
3338210,150,"Generally poor standard"
3338235,149,"Noisy"
3462171,132,"No free internet"
3462171,133,"No air-conditioning/heating inadequate"
3462171,129,"The Qualmark rating was too high"
3338235,147,"Poor standard of cleanliness/dirty"
3462171,128,"Poor/old facilities"
3462171,130,"Poor customer service"
3462171,131,"Poor standard of cleanliness/dirty"
3462184,174,"Noisy"
3338299,144,"No free internet"
3338299,146,"No air-conditioning/heating inadequate"
3338299,145,"Generally poor standard"
3338299,147,"Poor value for money"
3462184,172,"Too expensive"
3462184,173,"Poor standard of cleanliness/dirty"
3338299,142,"Poor/old facilities"
3338299,143,"Too expensive"
3465295,168,"Poor/old facilities"
3465295,169,"Poor standard of cleanliness/dirty"
3462184,175,"Another reason"
3338299,148,"Another reason"
3465295,170,"Poor value for money"
3338669,160,"No free internet"
3338669,161,"No air-conditioning/heating inadequate"
3339121,151,"No free internet"
3338669,157,"Poor/old facilities"
3338669,159,"Poor customer service"
3339121,150,"Poor standard of cleanliness/dirty"
3472902,148,"No air-conditioning/heating inadequate"
3472920,156,"No free internet"
3472920,157,"No air-conditioning/heating inadequate"
3338669,158,"The Qualmark rating was too high"
3339121,149,"The Qualmark rating was too high"
3497323,134,"The Qualmark rating was too high"
3472920,155,"The Qualmark rating was too high"
3472902,147,"Generally poor standard"
3472920,158,"Poor value for money"
3472902,145,"Poor customer service"
3472902,146,"Poor standard of cleanliness/dirty"
3472920,154,"Poor/old facilities"
3473068,139,"Poor/old facilities"
3473068,140,"Too expensive"
3473068,141,"Poor customer service"
3473068,144,"Noisy"
3473238,151,"No free internet"
3473238,152,"No air-conditioning/heating inadequate"
3473068,142,"Generally poor standard"
3339203,135,"The Qualmark rating was too high"
3497420,166,"The Qualmark rating was too high"
3473068,143,"Poor value for money"
3497323,135,"Too expensive"
3339203,136,"Poor customer service"
3473238,148,"Poor/old facilities"
3473238,149,"Too expensive"
3473238,150,"Poor customer service"
3497420,167,"Too expensive"
3497420,169,"No air-conditioning/heating inadequate"
3497323,137,"No free internet"
3497420,171,"Another reason"
3497477,159,"The Qualmark rating was too high"
3339203,142,"Another reason"
3497513,134,"The Qualmark rating was too high"
3497420,170,"Poor value for money"
3497477,162,"Generally poor standard"
3497477,164,"Poor value for money"
3339203,139,"Generally poor standard"
3339203,141,"Poor value for money"
3497420,168,"Poor standard of cleanliness/dirty"
3497323,136,"Poor standard of cleanliness/dirty"
3497477,160,"Poor customer service"
3339203,137,"Poor standard of cleanliness/dirty"
3497513,139,"Another reason"
3497836,148,"Generally poor standard"
3497513,133,"Poor/old facilities"
3497513,135,"Too expensive"
3497513,136,"Poor standard of cleanliness/dirty"
3497836,147,"Poor customer service"
3497477,161,"No free internet"
3497477,163,"No air-conditioning/heating inadequate"
3339203,138,"No free internet"
3339203,140,"No air-conditioning/heating inadequate"
3497513,137,"No free internet"
3497836,151,"Another reason"
3497838,155,"Poor/old facilities"
3497838,156,"Too expensive"
3497838,157,"Poor customer service"
3497838,158,"Poor standard of cleanliness/dirty"
3497513,138,"Noisy"
3497836,149,"No air-conditioning/heating inadequate"
3497836,150,"Noisy"
3497838,159,"No free internet"
3497838,160,"No air-conditioning/heating inadequate"
3497838,162,"Noisy"
3497441,153,"No air-conditioning/heating inadequate"
3497441,155,"Noisy"
3497965,148,"No air-conditioning/heating inadequate"
3497441,150,"The Qualmark rating was too high"
3497965,145,"The Qualmark rating was too high"
3498045,171,"Another reason"
3497441,149,"Poor/old facilities"
3497441,151,"Poor customer service"
3497965,144,"Poor/old facilities"
3497965,146,"Poor standard of cleanliness/dirty"
3498045,166,"Poor customer service"
3498045,167,"Poor standard of cleanliness/dirty"
3498045,168,"No air-conditioning/heating inadequate"
3498045,170,"Noisy"
3498047,163,"No air-conditioning/heating inadequate"
3498056,136,"No free internet"
3498104,139,"No free internet"
3498104,140,"No air-conditioning/heating inadequate"
3497838,161,"Poor value for money"
3497441,152,"Generally poor standard"
3497441,154,"Poor value for money"
3497965,147,"Generally poor standard"
3498047,164,"Another reason"
3498056,138,"Another reason"
3498047,162,"Too expensive"
3498056,133,"Too expensive"
3498056,134,"Poor customer service"
3498056,135,"Poor standard of cleanliness/dirty"
3498104,137,"Poor/old facilities"
3498104,138,"Poor customer service"
3498045,169,"Poor value for money"
3498056,137,"Poor value for money"
3498104,141,"Poor value for money"
3498181,164,"The Qualmark rating was too high"
3498188,149,"The Qualmark rating was too high"
3498154,167,"Too expensive"
3498154,168,"Poor customer service"
3498181,165,"Poor standard of cleanliness/dirty"
3498188,148,"Poor/old facilities"
3498188,150,"Poor standard of cleanliness/dirty"
3498206,136,"Poor/old facilities"
3498154,170,"Generally poor standard"
3498188,152,"Generally poor standard"
3498188,153,"Poor value for money"
3498206,137,"Too expensive"
3498206,138,"Poor standard of cleanliness/dirty"
3498104,142,"Noisy"
3498154,169,"No free internet"
3498181,166,"No air-conditioning/heating inadequate"
3498188,151,"No free internet"
3498188,154,"Noisy"
3498206,139,"No free internet"
3498206,140,"No air-conditioning/heating inadequate"
3498206,141,"Noisy"
3501798,149,"No free internet"
3501798,150,"No air-conditioning/heating inadequate"
3498206,142,"Another reason"
3339280,148,"The Qualmark rating was too high"
3473217,139,"Another reason"
3339280,147,"Poor/old facilities"
3339280,149,"Poor customer service"
3473217,133,"Poor/old facilities"
3473217,134,"Too expensive"
3473217,135,"Poor standard of cleanliness/dirty"
3339280,151,"Poor value for money"
3473217,137,"Generally poor standard"
3339280,150,"No air-conditioning/heating inadequate"
3339280,152,"Noisy"
3473217,136,"No free internet"
3339746,132,"The Qualmark rating was too high"
3339746,133,"Poor customer service"
3339746,134,"Poor standard of cleanliness/dirty"
3339821,146,"Poor/old facilities"
3339821,147,"Poor customer service"
3339821,148,"Poor standard of cleanliness/dirty"
3339746,135,"Generally poor standard"
3339746,137,"Poor value for money"
3473217,138,"Noisy"
3339746,136,"No air-conditioning/heating inadequate"
3339821,149,"No free internet"
3339821,152,"Another reason"
3339821,151,"Noisy"
3462041,157,"No air-conditioning/heating inadequate"
3462041,159,"Noisy"
3497315,162,"No free internet"
3497315,164,"No air-conditioning/heating inadequate"
3497315,166,"Noisy"
3497316,145,"No free internet"
3462041,153,"Too expensive"
3462041,154,"Poor customer service"
3462041,155,"Poor standard of cleanliness/dirty"
3339821,150,"Generally poor standard"
3462041,156,"Generally poor standard"
3462041,160,"Another reason"
3497316,147,"No air-conditioning/heating inadequate"
3497334,164,"Poor/old facilities"
3497334,166,"Too expensive"
3497334,167,"Poor customer service"
3497334,168,"Poor standard of cleanliness/dirty"
3497316,149,"Another reason"
3497334,165,"The Qualmark rating was too high"
3497334,169,"No air-conditioning/heating inadequate"
3497441,156,"Another reason"
3497399,146,"The Qualmark rating was too high"
3497399,150,"Another reason"
3497399,147,"Too expensive"
3497399,148,"Poor standard of cleanliness/dirty"
3462157,152,"Poor/old facilities"
3462041,158,"Poor value for money"
3497315,163,"Generally poor standard"
3497315,165,"Poor value for money"
3497316,146,"Generally poor standard"
3497316,148,"Poor value for money"
3497399,149,"Poor value for money"
3497334,170,"Noisy"
3462157,157,"No free internet"
3462157,158,"No air-conditioning/heating inadequate"
3462157,153,"The Qualmark rating was too high"
3462157,161,"Another reason"
3462157,159,"Poor value for money"
3462157,154,"Too expensive"
3462157,155,"Poor customer service"
3462157,156,"Poor standard of cleanliness/dirty"
3462157,160,"Noisy"
3497484,170,"No free internet"
3497484,171,"No air-conditioning/heating inadequate"
3497484,172,"Poor value for money"
3497484,166,"Poor/old facilities"
3497484,167,"Too expensive"
3497484,168,"Poor customer service"
3497484,169,"Poor standard of cleanliness/dirty"
3462164,148,"Poor customer service"
3462164,149,"Poor standard of cleanliness/dirty"
3462164,150,"No free internet"
3497877,139,"No free internet"
3497877,141,"No air-conditioning/heating inadequate"
3497877,142,"Another reason"
3462164,151,"Generally poor standard"
3462164,152,"Poor value for money"
3497877,140,"Generally poor standard"
3497877,137,"Poor/old facilities"
3497877,138,"Poor customer service"
3462175,160,"No air-conditioning/heating inadequate"
3462175,159,"Generally poor standard"
3462175,161,"Poor value for money"
3462175,155,"The Qualmark rating was too high"
3462175,154,"Poor/old facilities"
3462175,156,"Too expensive"
3462175,157,"Poor customer service"
3462175,158,"Poor standard of cleanliness/dirty"
3462175,162,"Noisy"
3497925,169,"No air-conditioning/heating inadequate"
3497883,160,"No free internet"
3497883,161,"No air-conditioning/heating inadequate"
3497925,170,"Poor value for money"
3497925,166,"Poor/old facilities"
3497925,167,"Poor customer service"
3497925,168,"Poor standard of cleanliness/dirty"
3497883,159,"Too expensive"
3498110,164,"No free internet"
3498110,165,"Noisy"
3498211,138,"No free internet"
3498110,166,"Another reason"
3498110,162,"Poor/old facilities"
3498110,163,"Poor standard of cleanliness/dirty"
3498211,135,"Too expensive"
3498211,136,"Poor customer service"
3498211,137,"Poor standard of cleanliness/dirty"
3498211,141,"Noisy"
3497883,162,"Noisy"
3498211,139,"Generally poor standard"
3498211,140,"Poor value for money"
3498211,142,"Another reason"
3497883,163,"Another reason"
3462175,163,"Another reason"
3497900,147,"The Qualmark rating was too high"
3497900,146,"Poor/old facilities"
3497900,150,"No free internet"
3497900,152,"No air-conditioning/heating inadequate"
3497900,148,"Poor customer service"
3497900,149,"Poor standard of cleanliness/dirty"
3497900,151,"Generally poor standard"
3497900,153,"Another reason"
3497934,162,"No free internet"
3497934,163,"Noisy"
3498085,130,"No free internet"
3497934,161,"Poor/old facilities"
3498085,128,"Poor/old facilities"
3498085,129,"Poor customer service"
3498100,142,"Poor/old facilities"
3498100,144,"Too expensive"
3498100,143,"The Qualmark rating was too high"
3498118,151,"No free internet"
3498100,146,"Generally poor standard"
3498100,147,"Poor value for money"
3498118,152,"Generally poor standard"
3498100,148,"Another reason"
3498118,148,"The Qualmark rating was too high"
3503038,161,"No air-conditioning/heating inadequate"
3498118,153,"Poor value for money"
3498100,145,"Poor standard of cleanliness/dirty"
3498118,149,"Too expensive"
3498118,150,"Poor customer service"
3503038,159,"Too expensive"
3503038,160,"Poor customer service"
3498118,154,"Another reason"
3503038,158,"The Qualmark rating was too high"
3503038,162,"Noisy"
3497328,164,"No air-conditioning/heating inadequate"
3497328,161,"The Qualmark rating was too high"
3497328,165,"Another reason"
3497328,163,"Generally poor standard"
3497328,162,"Poor standard of cleanliness/dirty"
3497887,157,"No free internet"
3497887,154,"The Qualmark rating was too high"
3497887,155,"Too expensive"
3497887,156,"Poor customer service"
3497905,151,"Poor/old facilities"
3497905,152,"Poor customer service"
3497887,158,"Generally poor standard"
3497887,159,"Poor value for money"
3497887,160,"Noisy"
3497905,153,"No free internet"
3497905,155,"No air-conditioning/heating inadequate"
3497905,157,"Noisy"
3497955,131,"No free internet"
3497955,129,"Poor customer service"
3497955,130,"Poor standard of cleanliness/dirty"
3497905,154,"Generally poor standard"
3497905,156,"Poor value for money"
3497955,132,"Poor value for money"
3497955,133,"Noisy"
3497962,152,"No air-conditioning/heating inadequate"
3497962,148,"Poor/old facilities"
3497962,149,"Poor customer service"
3497962,150,"Poor standard of cleanliness/dirty"
3497964,151,"The Qualmark rating was too high"
3497962,151,"Generally poor standard"
3497962,153,"Poor value for money"
3497962,154,"Noisy"
3523974,159,"Noisy"
3497964,154,"No free internet"
3497964,155,"No air-conditioning/heating inadequate"
3523974,158,"Too expensive"
3497964,152,"Too expensive"
3497964,153,"Poor customer service"
3523974,157,"The Qualmark rating was too high"
3497964,156,"Noisy"
3498005,163,"No free internet"
3498007,167,"No free internet"
3498007,168,"No air-conditioning/heating inadequate"
3498005,161,"Poor/old facilities"
3498005,162,"Too expensive"
3498007,163,"Poor/old facilities"
3498007,165,"Poor customer service"
3498007,166,"Poor standard of cleanliness/dirty"
3498007,164,"The Qualmark rating was too high"
3498005,164,"Generally poor standard"
3524507,169,"No free internet"
3498007,170,"Noisy"
3498014,162,"Noisy"
3524507,168,"Poor/old facilities"
3498014,159,"Too expensive"
3498014,160,"Poor standard of cleanliness/dirty"
3498007,169,"Poor value for money"
3498014,161,"Generally poor standard"
3498007,171,"Another reason"
3498062,132,"Poor/old facilities"
3498062,133,"Poor standard of cleanliness/dirty"
3498014,163,"Another reason"
3498062,136,"Another reason"
3498062,134,"Generally poor standard"
3498062,135,"Poor value for money"
3498148,151,"No air-conditioning/heating inadequate"
3498148,148,"Too expensive"
3498148,149,"Poor standard of cleanliness/dirty"
3498148,147,"The Qualmark rating was too high"
3498148,150,"Generally poor standard"
3498148,152,"Noisy"
3524304,145,"No free internet"
