Id,Guests,Adults,Children,Leisure,Business,Cottage
302614,,2,1,0,0,20
302615,,3,2,0,0,10
302616,,3,0,1,0,0
302617,,1,0,0,0,0
302618,1,2,2,0,0,1
302619,,3,2,0,5,5
302620,,1,0,0,0,0
302621,,1,3,0,0,0
302622,,,,,,
302623,,2,0,1,0,10
302624,,1,0,0,1,0
302625,,3,1,1,0,0
302626,,2,0,0,0,0
302627,,2,0,0,0,12
302628,,2,0,0,0,0
302629,,3,0,1,10,0
302630,,,,,,
302631,,,,,,
302632,,2,0,0,0,2
302633,,3,1,0,0,1
302634,,3,3,1,0,0
302635,,1,0,0,0,1
302636,,2,3,0,0,0
302637,,,,,,
302638,,2,2,1,2,0
302639,,2,0,2,1,1
302640,,,,,,
302641,,,,,,
302642,,,,,,
302643,,2,0,1,0,15
302644,,2,0,0,0,0
302645,,2,0,1,0,0
302646,,2,0,0,0,0
302647,,2,0,0,0,0
302648,,2,0,0,0,0
302649,,2,0,0,0,0
302650,,2,2,3,0,0
302651,,2,0,0,0,2
302652,,2,0,0,0,0
302653,,2,0,0,0,0
302654,1,4,0,0,0,0
302655,,2,0,1,0,20
302656,,4,0,1,0,2
302657,,3,0,0,0,0
302658,,2,1,0,0,0
302659,,2,0,2,0,2
302660,,2,0,0,0,0
302661,,,,,,
302662,,2,0,1,0,3
302663,,2,0,0,0,1
302664,,1,0,0,0,2
302665,,3,1,0,0,2
302666,,2,2,1,1,1
302667,,2,2,0,0,1
302668,,1,0,0,0,0
302669,,2,0,0,0,1
302670,,2,0,0,0,1
302671,,2,0,0,0,0
302672,,3,0,0,0,0
302673,,2,0,0,0,0
302674,1,3,1,1,0,2
302675,1,2,0,0,0,2
302676,,,,,,
302677,1,2,3,0,0,0
302678,,1,0,0,0,1
302679,,,,,,
302680,,2,3,0,0,0
302681,,,,,,
302682,,,,,,
302683,,3,0,1,0,0
302684,,4,1,0,0,0
302685,,3,0,0,0,15
302686,,4,1,0,0,0
302687,,1,0,1,0,0
302688,,,,,,
302689,,1,0,0,0,9
302690,,3,3,0,0,0
302691,,3,2,0,0,0
302692,,,,,,
302693,,2,0,0,0,4
302694,,,,,,
302695,,3,0,0,0,1
302696,,3,0,0,0,0
302697,,1,0,0,0,0
302698,1,2,0,0,0,1
302699,,,,,,
302700,,2,0,0,0,0
302701,,3,1,0,0,0
302702,,,,,,
302703,1,3,1,1,0,1
302704,,,,,,
302705,1,2,0,0,0,0
302706,,2,0,1,0,0
302707,,3,0,0,0,0
302708,,2,2,1,0,1
302709,,2,3,0,0,0
302710,,,,,,
302711,,,,,,
302712,,4,0,1,0,0
302713,,1,0,0,0,0
302714,,,,,,
302715,,2,0,0,0,0
302716,1,2,0,0,0,0
302717,2,2,0,0,0,1
302718,,,,,,
302719,,3,2,0,0,0
302720,,2,1,1,0,0
302721,,1,0,0,0,0
302722,,,,,,
302723,,,,,,
302724,,1,0,0,0,0
302725,,2,0,0,0,2
302726,,2,0,0,0,0
302727,,1,0,0,0,1
302728,,4,0,0,0,0
302729,,3,1,0,0,0
302730,,1,0,0,0,1
302731,,2,2,0,0,2
302732,,2,0,0,0,1
302733,,3,0,0,0,12
302734,,,,,,
302735,,3,1,0,0,0
302736,,2,0,0,0,1
302737,,,,,,
302738,,4,1,0,0,0
302739,,3,0,0,0,0
302740,,2,1,1,0,0
302741,,,,,,
302742,,2,0,0,0,0
302743,,2,0,0,0,0
302744,,2,0,0,0,0
302745,,4,2,0,0,0
302746,,4,0,1,0,0
302747,,2,0,1,0,0
302748,,1,0,0,0,0
302749,,1,1,0,0,0
302750,,,,,,
302751,,2,2,0,0,0
302752,,3,0,0,0,0
302753,,1,0,0,0,0
302754,,2,0,0,0,0
302755,,2,0,1,0,10
302756,,3,2,0,0,2
302757,,,,,,
302758,,2,0,0,0,0
302759,,3,0,0,0,0
302760,,,,,,
302761,,2,0,0,0,0
302762,,,,,,
302763,,,,,,
302764,,,,,,
302765,,3,0,1,0,5
302766,,4,1,0,0,0
302767,,2,2,0,0,0
302768,,,,,,
302769,,2,0,0,1,1
302770,,,,,,
302771,,2,0,0,0,0
302772,,1,0,0,0,5
302773,1,2,0,0,0,1
302774,,1,0,0,0,3
302775,,1,0,0,0,0
302776,,2,2,0,0,0
302777,,,,,,
302778,,,,,,
302779,,2,0,0,0,0
302780,,2,0,1,0,6
302781,,,,,,
302782,,2,1,0,0,0
302783,,,,,,
302784,,,,,,
302785,,2,2,1,0,0
302786,,,,,,
302787,,2,0,0,0,0
302788,,2,0,0,0,0
302789,,2,0,0,0,0
302790,,,,,,
302791,,2,0,0,20,8
302792,,1,0,0,0,0
302793,,2,0,0,0,0
302794,,2,0,0,0,0
302795,,,,,,
302796,,1,0,0,0,0
302797,,1,0,0,0,0
302798,,2,0,,,
302799,,2,0,0,4,4
302800,,2,1,1,4,1
302801,,3,1,0,0,0
302802,,2,2,0,0,0
302803,,4,0,1,0,0
302804,,2,1,0,0,0
302805,,4,0,0,0,0
302806,,,,,,
302807,,1,0,0,0,0
302808,,2,0,1,0,0
302809,,3,0,0,0,1
302810,,1,0,0,0,0
302811,,2,0,0,0,0
302812,,3,0,0,0,0
302813,,3,1,1,0,6
302814,,3,0,0,8,0
302815,,,,,,
302816,,,,,,
302817,,1,2,0,0,0
302818,,,,,,
302819,,1,0,0,0,0
302820,,1,0,0,0,0
302821,,,,,,
302822,,,,,,
302823,,2,0,0,0,0
302824,,2,0,0,0,2
302825,,2,0,0,0,0
302826,,4,0,2,0,0
302827,,1,2,0,0,0
302828,,,,,,
302829,,3,0,0,0,0
302830,,2,2,1,0,1
302831,,2,2,0,0,1
302832,,2,2,1,0,2
302833,,2,0,1,0,1
302834,,3,1,0,0,8
302835,,1,0,0,0,0
302836,,2,0,0,0,0
302837,,,,,,
302838,,2,0,1,0,2
302839,1,2,0,0,0,12
302840,,2,0,0,0,4
302841,,3,1,1,0,1
302842,,2,1,3,4,2
302843,,1,0,0,0,0
302844,,2,0,0,0,0
302845,,2,0,1,0,1
302846,,4,0,0,0,0
302847,,,,,,
302848,,2,2,,,
302849,,2,1,0,0,5
302850,,,,,,
302851,,,,,,
302852,,3,1,0,0,1
302853,,,,,,
302854,,2,0,0,0,0
302855,,2,0,0,0,0
302856,,2,0,2,0,0
302857,,2,0,0,0,2
302858,1,2,1,0,0,2
302859,,2,2,0,0,1
302860,,3,2,0,2,2
302861,,,,,,
302862,,,,,,
302863,2,1,0,0,3,1
302864,0,4,0,0,0,1
302865,,,,,,
302866,,4,0,0,0,5
302867,,2,0,0,0,0
302868,,2,0,0,0,0
302869,,4,0,0,0,0
302870,,1,0,1,0,0
302871,,,,,,
302872,,2,0,0,0,0
302873,,,,,,
302874,,2,2,0,0,0
302875,,,,,,
302876,,,,,,
302877,,1,0,0,0,0
302878,,,,,,
302879,,2,0,1,0,0
302880,,3,0,0,0,1
302881,,4,0,1,0,0
302882,,3,1,1,1,2
302883,,2,2,0,0,7
302884,,2,0,1,0,1
302885,,2,1,0,0,0
302886,,,,,,
302887,,1,0,0,0,0
302888,,2,0,1,1,0
302889,,2,0,0,0,1
302890,,2,0,0,0,0
302891,,2,0,0,0,2
302892,,1,0,0,1,0
302893,,,,,,
302894,,3,1,0,0,0
302895,,4,1,0,0,0
302896,,2,1,0,0,0
302897,,1,0,0,0,0
302898,1,2,0,0,0,1
302899,2,3,0,0,0,0
302900,,,,,,
302901,,,,,,
302902,,2,0,0,0,0
302903,,,,,,
302904,,2,0,0,0,0
302905,,,,,,
302906,,2,0,0,0,0
302907,,2,0,0,0,2
302908,,2,1,0,0,0
302909,,2,3,2,0,0
302910,,,,,,
302911,,4,1,1,0,0
302912,,2,0,0,0,0
302913,,1,0,,,
302914,,2,0,0,0,0
302915,,2,0,0,0,0
302916,1,2,0,0,0,1
302917,,2,0,2,5,0
302918,,1,0,0,0,0
302919,1,2,0,1,0,1
302920,,2,0,0,5,12
302921,,2,0,0,0,2
302922,,3,2,1,0,1
302923,,2,2,0,0,0
302924,,2,1,1,0,2
302925,,,,,,
302926,,,,,,
302927,,3,0,0,0,0
302928,,,,,,
302929,,2,0,0,0,0
302930,,2,0,0,0,0
302931,,1,0,0,0,0
302932,,2,0,2,0,0
302933,,2,0,1,0,0
302934,,2,2,0,1,0
302935,,4,0,0,0,0
302936,,2,0,0,0,0
302937,,3,0,0,0,2
302938,,2,0,0,0,0
302939,,2,1,0,0,0
302940,1,2,0,0,2,0
302941,0,2,2,0,1,4
302942,,1,0,1,0,2
302943,,4,0,0,0,6
302944,,1,0,0,0,0
302945,,2,0,0,0,1
302946,,2,0,0,0,0
302947,,2,0,1,0,0
302948,,2,1,0,0,0
302949,,,,,,
302950,,2,1,0,2,2
302951,,1,1,0,0,0
302952,,,,,,
302953,,4,0,1,0,1
302954,,,,,,
302955,,2,0,0,0,2
302956,,2,0,0,0,0
302957,,2,0,2,0,1
302958,,2,2,0,0,0
302959,,2,2,1,5,1
302960,,3,0,1,0,0
302961,,,,,,
302962,,3,0,0,0,0
302963,,2,0,0,0,0
302964,,2,0,0,0,1
302965,,4,0,0,0,0
302966,,2,3,0,0,0
302967,,3,0,1,0,2
302968,,,,,,
302969,,4,0,0,0,3
302970,,1,0,0,0,0
302971,,2,0,1,0,0
302972,,1,0,1,0,1
302973,,2,0,2,0,6
302974,,3,0,1,0,0
302975,,2,0,0,0,0
302976,,2,0,0,0,0
302977,2,2,3,0,2,12
302978,1,2,2,2,2,0
302979,,1,0,0,0,1
302980,,,,,,
302981,,1,0,1,0,15
302982,,2,0,0,0,0
302983,,2,0,0,0,0
302984,,2,0,0,0,5
302985,,2,2,0,0,1
302986,,4,0,0,0,4
302987,,4,0,0,0,0
302988,,1,0,0,0,1
302989,,2,0,0,0,0
302990,,,,,,
302991,,2,3,0,0,0
302992,,2,0,0,0,0
302993,,3,0,0,0,0
302994,,,,,,
302995,,2,0,0,0,0
302996,,2,0,0,0,0
302997,1,2,0,0,0,2
302998,,,,,,
302999,,,,,,
303000,,2,0,0,0,2
303001,,2,0,0,0,4
303002,,2,0,0,0,3
303003,4,3,0,0,0,0
303004,,2,0,1,0,5
303005,,1,0,0,0,0
303006,,1,0,0,0,0
303007,,,,,,
303008,,3,1,0,1,1
303009,,,,,,
303010,1,2,0,0,0,2
303011,,,,,,
303012,,2,0,0,0,24
303013,,,,,,
303014,,,,,,
303015,,2,2,0,0,0
303016,,4,0,0,0,0
303017,,,,,,
303018,,,,,,
303019,,1,0,1,0,5
303020,,1,0,0,0,0
303021,,2,0,0,0,0
303022,,,,,,
303023,,2,0,1,1,0
303024,,2,0,1,0,0
303025,,,,,,
303026,,2,1,,,0
303027,1,2,0,0,0,0
303028,,1,0,0,0,0
303029,,,,,,
303030,,1,0,1,0,0
303031,,,,,,
303032,,2,0,1,0,3
303033,,2,0,0,0,0
303034,,,,,,
303035,,3,3,0,0,0
303036,,4,1,0,0,0
303037,,2,1,1,0,0
303038,,,,,,
303039,,2,1,0,1,5
303040,,,,,,
303041,1,2,0,0,0,1
303042,,,,,,
303043,,2,0,0,0,0
303044,,,,,,
303045,,1,0,2,0,20
303046,2,4,1,0,0,1
303047,,,,,,
303048,,2,0,1,0,0
303049,,4,0,1,0,0
303050,,2,1,0,0,0
303051,,2,3,1,0,0
303052,,3,1,0,1,2
303053,,,,,,
303054,,1,2,0,0,1
303055,,,,,,
303056,,2,0,0,0,10
303057,,1,0,0,0,0
303058,,2,0,0,0,0
303059,,2,0,0,0,1
303060,,2,0,1,0,4
303061,,2,0,0,0,0
303062,,4,0,1,1,0
303063,,3,0,0,0,0
303064,,2,0,1,0,2
303065,,,,,,
303066,,1,0,0,0,0
303067,,2,0,0,0,1
303068,,1,0,0,0,0
303069,,2,0,0,0,1
303070,,2,0,0,0,0
303071,,1,0,0,5,0
303072,,4,1,0,0,3
303073,,,,,,
303074,,,,,,
303075,,3,0,0,0,0
303076,,,,,,
303077,,1,0,0,0,0
303078,,2,0,0,0,1
303079,,2,2,0,0,0
303080,,2,2,0,0,0
303081,1,4,0,0,0,10
303082,,4,0,1,0,0
303083,,2,0,0,0,0
303084,,1,0,0,0,0
303085,,2,0,0,0,1
303086,,2,0,1,0,0
303087,,,,,,
303088,,2,0,0,1,1
303089,,1,0,1,0,0
303090,,1,0,1,0,0
303091,,2,0,1,0,1
303092,,2,0,0,0,0
303093,,2,0,0,0,0
303094,,2,0,0,0,0
303095,,2,0,0,0,0
303096,,3,1,1,0,0
303097,,2,2,1,0,0
303098,,2,3,0,15,5
303099,,2,1,0,0,0
303100,,2,1,1,0,2
303101,1,2,0,0,0,0
303102,,1,0,0,0,0
303103,,2,0,1,0,0
303104,,2,2,0,0,0
303105,,,,,,
303106,,2,1,0,0,0
303107,1,3,1,1,0,24
303108,,1,0,0,0,0
303109,,,,,,
303110,,,,,,
303111,,2,0,1,0,0
303112,,3,0,0,3,0
303113,,,,,,
303114,,3,0,1,0,0
303115,,,,,,
303116,2,2,0,0,3,0
303117,,2,0,0,0,1
303118,,2,0,1,0,2
303119,,2,0,0,0,0
303120,,2,2,0,0,0
303121,,2,0,2,0,3
303122,,,,,,
303123,,,,,,
303124,,2,0,0,0,1
303125,,,,,,
303126,,,,,,
303127,,2,2,0,0,0
303128,,,,,,
303129,,,,,,
303130,,,,,,
303131,,2,0,1,0,0
303132,,2,0,0,0,0
303133,,1,0,0,0,0
303134,,,,,,
303135,,3,0,0,0,0
303136,,2,3,0,1,0
303137,,3,2,0,0,0
303138,,2,5,0,0,0
303139,,1,0,0,0,5
303140,,3,0,1,0,2
303141,,,,,,
303142,,,,,,
303143,,2,0,0,0,0
303144,,2,0,0,0,0
303145,,2,1,0,1,1
303146,,2,2,2,0,1
303147,,2,0,0,0,0
303148,,3,1,2,0,4
303149,,1,0,0,0,0
303150,,,,,,
303151,,1,0,0,0,1
303152,,,,,,
303153,,2,0,0,0,0
303154,,2,0,0,0,0
303155,,,,,,
303156,,1,0,0,0,0
303157,,4,0,0,0,0
303158,,,,,,
303159,,2,0,0,0,0
303160,,2,0,0,0,0
303161,,,,,,
303162,,1,0,0,0,15
303163,,2,0,1,0,1
303164,,,,,,
303165,,2,2,0,0,0
303166,,,,,,
303167,,3,2,1,0,0
303168,,,,,,
303169,,,,,,
303170,,2,0,1,0,0
303171,,2,0,0,0,0
303172,,2,0,1,0,0
303173,,2,0,0,0,0
303174,,3,0,0,0,4
303175,,3,0,0,0,0
303176,,4,0,0,0,0
303177,,,,,,
303178,,,,,,
303179,1,2,0,0,0,0
303180,,2,0,2,0,3
303181,5,2,0,1,0,0
303182,,2,0,0,0,1
303183,,,,,,
303184,,1,0,0,0,0
303185,,,,,,
303186,,1,0,4,0,0
303187,,2,0,0,0,4
303188,,,,,,
303189,,,,,,
303190,,,,,,
303191,,1,0,0,0,0
303192,,,,,,
303193,,2,0,0,0,4
303194,,,,,,
303195,,2,0,1,0,0
303196,,2,0,0,1,2
303197,,,,,,
303198,,1,0,0,0,0
303199,,,,,,
303200,,2,0,0,0,3
303201,,2,2,1,0,0
303202,,2,2,1,0,1
303203,,2,4,0,0,1
303204,,,,,,
303205,,1,0,0,0,1
303206,1,4,0,0,0,0
303207,,3,1,0,0,2
303208,,,,,,
303209,,2,2,1,2,0
303210,,1,0,0,0,1
303211,,2,0,0,0,2
303212,,,,,,
303213,,1,0,0,0,1
303214,,1,0,0,0,2
303215,,,,,,
303216,,2,0,1,0,2
303217,,,,,,
303218,,1,0,0,0,0
303219,,,,,,
303220,,1,0,0,0,0
303221,,,,,,
303222,,2,1,0,0,0
303223,20,4,0,0,0,0
303224,,2,0,0,0,1
303225,,1,0,1,0,0
303226,,2,0,0,0,0
303227,,3,0,0,0,1
303228,,,,,,
303229,,3,0,0,0,0
303230,,2,2,0,0,1
303231,,,,,,
303232,,1,0,0,0,1
303233,,3,0,0,0,0
303234,,3,1,0,0,5
303235,,4,0,0,0,0
303236,,2,0,0,0,0
303237,,2,0,1,0,0
303238,,2,0,0,0,5
303239,,,,,,
303240,,4,2,1,0,2
303241,,2,0,0,0,1
303242,,2,0,0,0,8
303243,,2,2,0,0,0
303244,,3,2,0,0,0
303245,,2,0,0,0,1
303246,,2,0,0,0,0
303247,,2,0,0,0,0
303248,,2,0,0,0,3
303249,,2,0,0,0,2
303250,1,4,0,0,0,1
303251,,1,0,0,0,0
303252,,4,2,0,17,0
303253,,2,1,0,2,5
303254,,2,1,0,0,0
303255,,3,3,0,0,0
303256,,2,1,0,0,0
303257,1,2,2,0,0,1
303258,,,,,,
303259,6,2,1,0,0,0
303260,,2,1,0,0,4
303261,,2,0,0,1,1
303262,1,2,1,0,0,1
303263,,1,0,1,0,0
303264,,2,0,0,0,0
303265,,2,0,2,0,0
303266,,2,1,0,0,5
303267,,,,,,
303268,,,,,,
303269,,2,2,1,0,0
303270,,,,,,
303271,,,,,,
303272,1,2,0,1,0,0
303273,1,2,3,0,0,5
303274,,2,2,0,0,1
303275,,,,,,
303276,,1,0,0,0,1
303277,,2,0,0,0,0
303278,,2,0,0,0,0
303279,,2,0,1,0,0
303280,,,,,,
303281,,,,,,
303282,,3,2,0,0,0
303283,,1,0,0,0,0
303284,,2,0,0,0,0
303285,,4,0,0,1,2
303286,,,,,,
303287,,2,4,0,0,2
303288,,,,,,
303289,,1,0,1,1,2
303290,,,,,,
303291,,1,0,0,0,1
303292,,2,0,0,0,0
303293,,1,0,0,0,1
303294,,,,,,
303295,,2,0,1,0,0
303296,,4,0,1,0,0
303297,,2,2,2,0,0
303298,,1,0,0,0,0
303299,,,,,,
303300,,2,0,0,0,2
303301,,,,,,
303302,1,2,0,1,0,17
303303,,4,0,0,0,0
303304,,2,2,0,0,2
303305,,,,,,
303306,,,,,,
303307,1,3,0,0,0,1
303308,1,2,0,1,0,0
303309,1,2,0,0,0,1
303310,,2,0,0,0,0
303311,,2,0,0,0,0
303312,,,,,,
303313,,1,0,0,0,0
303314,,2,0,0,0,0
303315,,,,,,
303316,,2,0,0,0,0
303317,,1,0,0,0,0
303318,,,,,,
303319,,1,0,0,0,0
303320,,,,,,
303321,,1,0,0,0,0
303322,,,,,,
303323,,,,,,
303324,,,,,,
303325,,4,0,1,0,0
303326,,4,0,0,0,0
303327,,,,,,
303328,,3,2,0,0,8
303329,,2,0,1,0,0
303330,,2,0,0,0,0
303331,,2,0,0,0,0
303332,,2,3,0,0,0
303333,,2,0,0,0,0
303334,,,,,,
303335,,,,,,
303336,,2,1,0,0,0
303337,,2,0,0,0,0
303338,,1,0,0,0,0
303339,,2,0,0,0,0
303340,,2,1,2,0,3
303341,,1,0,0,0,0
303342,1,1,0,0,1,2
303343,,1,0,0,0,0
303344,,,,,,
303345,,2,2,0,0,0
303346,,,,,,
303347,,2,1,0,0,0
303348,,2,0,0,0,1
303349,,3,1,0,0,0
303350,,1,0,0,0,0
303351,,,,,,
303352,,2,0,0,0,0
303353,1,2,0,1,0,2
303354,,,,,,
303355,,2,0,1,0,0
303356,,2,0,0,0,0
303357,,2,0,0,0,0
303358,,2,1,0,0,0
303359,,2,0,1,0,4
303360,,,,,,
303361,,4,0,1,0,5
303362,,3,0,0,0,1
303363,,3,1,0,0,1
303364,,1,0,0,0,0
303365,,3,0,0,0,1
303366,,3,1,0,0,5
303367,,4,2,0,0,0
303368,,2,1,0,0,0
303369,,2,1,0,0,1
303370,,2,0,0,0,2
303371,,3,0,0,0,0
303372,,4,0,0,0,0
303373,,,,,,
303374,,,,,,
303375,,3,3,0,0,2
303376,,,,,,
303377,,,,,,
303378,,1,0,0,0,0
303379,,2,0,1,0,1
303380,1,2,0,0,0,2
303381,,,,,,
303382,3,2,4,0,0,2
303383,,2,2,0,0,2
303384,,1,0,0,0,0
303385,,2,2,0,0,1
303386,,5,0,0,0,0
303387,,3,1,0,0,4
303388,,2,0,0,0,0
303389,,2,0,1,0,0
303390,,,,,,
303391,,,,,,
303392,,4,0,0,0,0
303393,,3,1,0,0,1
303394,,2,0,0,0,0
303395,,,,,,
303396,,1,0,0,0,0
303397,,2,0,0,0,0
303398,,,,,,
303399,1,3,0,4,3,0
303400,,2,0,1,0,1
303401,,3,0,0,0,0
303402,,3,3,1,0,2
303403,,2,2,0,0,0
303404,,2,0,0,0,1
303405,,2,0,0,0,1
303406,1,2,0,0,0,2
303407,,3,0,0,1,0
303408,,2,0,1,0,0
303409,,2,2,0,0,1
303410,,,,,,
303411,1,4,0,1,0,1
303412,,,,,,
303413,1,2,0,1,0,2
303414,,,,,,
303415,1,2,0,0,1,0
303416,1,1,1,1,0,20
303417,,2,0,1,0,0
303418,,2,1,1,0,0
303419,,,,,,
303420,,2,0,0,0,0
303421,,1,0,0,0,0
303422,,,,,,
303423,,2,0,1,0,0
303424,,2,0,0,0,0
303425,,,,,,
303426,1,2,1,1,0,0
303427,3,2,2,1,0,2
303428,,4,1,0,0,0
303429,,,,,,
303430,,1,0,0,0,12
303431,,1,0,0,0,0
303432,,,,,,
303433,,1,0,0,0,7
303434,,2,0,0,0,0
303435,,1,0,1,0,0
303436,,2,0,0,0,0
303437,,2,0,0,0,0
303438,,2,1,0,0,1
303439,,1,0,0,0,3
303440,,2,0,0,0,0
303441,,,,,,
303442,,2,0,1,0,2
303443,,2,0,0,0,1
303444,,2,0,0,0,0
303445,,2,0,0,0,17
303446,,2,0,0,0,3
303447,,1,0,0,0,0
303448,,4,0,0,0,1
303449,,3,1,0,0,2
303450,,,,,,
303451,,2,0,0,0,0
303452,,2,2,0,0,4
303453,,2,0,1,0,0
303454,,,,,,
303455,,2,0,1,0,3
303456,1,2,0,1,0,1
303457,,,,,,
303458,,2,0,0,0,0
303459,,,,,,
303460,,,,,,
303461,,,,,,
303462,,3,0,0,0,35
303463,,,,,,
303464,,1,0,0,0,3
303465,,1,0,0,0,0
303466,,2,0,0,0,0
303467,,1,0,0,0,0
303468,,3,0,0,0,0
303469,,4,1,0,0,0
303470,,3,0,1,1,2
303471,,4,0,1,1,0
303472,,1,0,0,0,0
303473,,,,,,
303474,,2,2,0,0,1
303475,,,,,,
